Country,ISO2,ISO3,Indicator,Source,Model,Scenario,Damage,Percentile,Damage_Reference,Percentile_Reference,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,MESSAGEix-GLOBIOM,Net Zero 2050,Median,95,Median,95,0,-0.1377196,-0.3223308,-0.5083329,-0.6989268,-0.8875685,-1.045887,-1.184928,-1.293626,-1.385244,-1.471002,-1.526647,-1.565289,-1.587952,-1.599813,-1.598121,-1.582577,-1.568945,-1.547904,-1.52255,-1.497708,-1.468051,-1.434426,-1.407799,-1.375742,-1.330216,-1.288974,-1.250376,-1.201954,-1.15455,-1.116551,-1.072523,-1.035613,-1.006507,-0.9762225,-0.9415927,-0.8921907,-0.8328815,-0.7605012,-0.680725,-0.5992124,-0.509572,-0.4142358,-0.310214,-0.2040055,-0.09908723,0.003175131,0.1081479,0.2105232,0.3000067,0.3823429,0.4667404,0.547729,0.6319,0.7151858,0.7925656,0.8629135,0.9332012,1.012835,1.090634,1.166885,1.246052,1.313653,1.377362,1.438997,1.504195,1.576473,1.65147,1.730348,1.805842,1.87806,1.949639,2.019817,2.089001,2.157611,2.226039,2.29456,2.363554,2.433335,2.504189,2.576428
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Below 2°C,High,5,High,5,0,-0.01558281,-0.03448433,-0.05196995,-0.06614839,-0.07196079,-0.06799111,-0.06432522,-0.05992621,-0.054977,-0.05327667,-0.057593,-0.05920379,-0.06928113,-0.07939583,-0.07637997,-0.0564752,-0.02182863,0.01421613,0.05289414,0.07337804,0.07313251,0.08120721,0.08174533,0.0870768,0.1090227,0.1376055,0.170649,0.212104,0.2683503,0.3210971,0.3606686,0.4036744,0.4631339,0.5161261,0.5708948,0.6188706,0.6763904,0.7397557,0.8050092,0.8484809,0.8997539,0.9570412,0.999233,1.012051,1.028227,1.066113,1.113667,1.143564,1.161309,1.168406,1.1705,1.17944,1.194704,1.199341,1.218707,1.242007,1.272253,1.287847,1.28902,1.292739,1.32832,1.364134,1.388442,1.415645,1.482979,1.542429,1.570108,1.594697,1.659076,1.728256,1.786372,1.8425,1.900057,1.958459,2.017163,2.07567,2.133522,2.190293,2.245586,2.299029
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Below 2°C,High,50,High,50,0,-0.04868315,-0.1121991,-0.168323,-0.2104681,-0.2273383,-0.2304573,-0.2272068,-0.2148428,-0.204561,-0.2090677,-0.2055002,-0.2164117,-0.2395955,-0.2495216,-0.2585448,-0.2564045,-0.2403728,-0.197728,-0.1575961,-0.1256175,-0.0620173,0.001361025,0.06103137,0.1102329,0.1538993,0.1998831,0.2712041,0.338285,0.4028234,0.4664075,0.5137752,0.5479082,0.5975848,0.6593723,0.7291559,0.8058136,0.864126,0.8980163,0.9341528,0.9910986,1.045437,1.068388,1.100254,1.126661,1.157449,1.189255,1.23238,1.278216,1.35569,1.417368,1.479326,1.535586,1.595779,1.649768,1.682748,1.729708,1.805093,1.877311,1.974186,2.067737,2.140987,2.216945,2.2988,2.361205,2.422041,2.488881,2.560564,2.628904,2.687921,2.725596,2.774379,2.838206,2.903642,2.970097,3.03702,3.103904,3.170281,3.235718,3.299813,3.362184
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Below 2°C,High,95,High,95,0,-0.05103432,-0.09094336,-0.1035891,-0.1245561,-0.1362294,-0.1245636,-0.1326858,-0.121921,-0.1236233,-0.1506827,-0.1837398,-0.2195418,-0.2275586,-0.2398528,-0.2386235,-0.2155928,-0.1911468,-0.1460399,-0.1071699,-0.07050887,-0.01913121,0.04287141,0.1014861,0.1696534,0.2528377,0.3190513,0.3849228,0.4815259,0.5858851,0.678982,0.7839168,0.8681819,0.9419007,1.030852,1.129347,1.234643,1.345482,1.471055,1.586447,1.683721,1.786037,1.883125,1.983644,2.076801,2.162667,2.257521,2.378981,2.497942,2.59346,2.681345,2.783537,2.881079,2.988114,3.08926,3.187066,3.274377,3.355744,3.448245,3.53805,3.638773,3.754993,3.845882,3.936255,4.029091,4.135957,4.244421,4.350691,4.461772,4.56254,4.666874,4.77912,4.891615,5.005321,5.119887,5.234784,5.349527,5.463667,5.576788,5.688503,5.798445
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Below 2°C,Median,5,Median,5,0,-0.01447249,-0.03224467,-0.0495912,-0.06390491,-0.07128378,-0.07053389,-0.06766217,-0.0649834,-0.06410656,-0.06892188,-0.08161706,-0.09637858,-0.1144582,-0.1311556,-0.1370923,-0.128985,-0.1094282,-0.0846117,-0.06060921,-0.04036313,-0.03250493,-0.0303471,-0.0298958,-0.02980653,-0.02483937,-0.01556693,-0.001274557,0.0186543,0.04775316,0.0824411,0.1159583,0.1512787,0.1913993,0.2305271,0.2677054,0.3008587,0.33427,0.3692356,0.4035821,0.4301207,0.4565033,0.4844803,0.5061005,0.5153967,0.5245874,0.5426209,0.5649716,0.5803294,0.5921146,0.5986634,0.6044437,0.6154251,0.6279092,0.6349484,0.6451354,0.6591382,0.6740506,0.6808481,0.67717,0.6785616,0.7003385,0.7281842,0.7538534,0.7811219,0.8213209,0.8605845,0.8856688,0.9089539,0.9466694,0.989775,1.028008,1.065751,1.104704,1.144293,1.183989,1.223304,1.261791,1.299035,1.33465,1.368273
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Below 2°C,Median,50,Median,50,0,-0.03062475,-0.06888702,-0.1056945,-0.1337837,-0.14729,-0.1500987,-0.1483144,-0.1419628,-0.1383944,-0.1455344,-0.1559604,-0.1735331,-0.1986449,-0.2153867,-0.2262245,-0.2272106,-0.2165786,-0.188257,-0.1624168,-0.1403512,-0.1072224,-0.0780197,-0.04977062,-0.02718921,-0.01081422,0.007715353,0.03943168,0.07327484,0.1070039,0.1449065,0.183433,0.2160048,0.2496491,0.2927725,0.3378797,0.385529,0.4236142,0.444325,0.463675,0.4985095,0.5302176,0.5386631,0.5512105,0.5769919,0.6010934,0.6177266,0.6372012,0.6653351,0.7082558,0.7557559,0.802347,0.8413335,0.8765978,0.9171351,0.9425927,0.9669917,1.005297,1.049777,1.115062,1.182582,1.233286,1.285036,1.342497,1.389767,1.43181,1.476222,1.526885,1.576159,1.617041,1.642685,1.673474,1.716054,1.759936,1.804544,1.849345,1.893846,1.937593,1.980169,2.021182,2.060266
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Below 2°C,Median,95,Median,95,0,-0.02787378,-0.05866492,-0.0736276,-0.09047631,-0.1007979,-0.09666794,-0.09952131,-0.09682155,-0.09719684,-0.115896,-0.1427429,-0.173695,-0.1932559,-0.2091525,-0.2167536,-0.2064622,-0.1911599,-0.1651678,-0.1404897,-0.1195357,-0.09615587,-0.07029666,-0.04692578,-0.02023854,0.01585316,0.04767015,0.07927326,0.1284978,0.1859452,0.2390544,0.3028737,0.3580259,0.4037949,0.4580264,0.516279,0.5807264,0.6462204,0.7143466,0.7777145,0.8304142,0.8847585,0.9389628,0.9974937,1.050558,1.099276,1.153606,1.220452,1.288048,1.340857,1.387223,1.440527,1.494076,1.551198,1.613945,1.671621,1.718673,1.761056,1.808716,1.857653,1.913679,1.981083,2.039226,2.095879,2.155566,2.222959,2.290706,2.354306,2.420084,2.481588,2.545335,2.613867,2.68297,2.753169,2.824032,2.895037,2.965702,3.035582,3.104268,3.171376,3.236546
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Delayed transition,High,5,High,5,0,-0.01376689,-0.02700723,-0.03302934,-0.02536508,0.000520488,0.04567824,0.09104004,0.1113374,0.08456633,-0.01024638,-0.1865666,-0.4206521,-0.6767469,-0.9327805,-1.163432,-1.334895,-1.441345,-1.500564,-1.512638,-1.501136,-1.472716,-1.408946,-1.341179,-1.270909,-1.198375,-1.141237,-1.101265,-1.066427,-1.025195,-0.9892608,-0.9634055,-0.9292461,-0.8739815,-0.8218354,-0.7634294,-0.7081578,-0.6368023,-0.5558289,-0.4712877,-0.4092895,-0.3387861,-0.2630548,-0.2015542,-0.1717659,-0.1407519,-0.09238577,-0.03176384,0.01113303,0.04653578,0.07819535,0.1135821,0.1624415,0.221416,0.2714861,0.335951,0.4021899,0.4723271,0.5240686,0.5583009,0.5905602,0.6510638,0.7076186,0.7504244,0.7950528,0.881428,0.9604513,1.006319,1.048824,1.13047,1.215544,1.287163,1.354226,1.420905,1.487156,1.552955,1.618299,1.683204,1.747698,1.811822,1.875629
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Delayed transition,High,50,High,50,0,-0.0439466,-0.09971854,-0.1450949,-0.163715,-0.142787,-0.1016549,-0.06555235,-0.04582466,-0.06792005,-0.1662703,-0.3375525,-0.578509,-0.8563667,-1.123703,-1.368631,-1.557635,-1.689874,-1.752988,-1.772009,-1.753517,-1.662236,-1.542013,-1.416342,-1.303755,-1.203912,-1.126126,-1.044981,-0.9850395,-0.9310948,-0.8807268,-0.846558,-0.8208349,-0.7750274,-0.7137943,-0.6393153,-0.5552018,-0.4829541,-0.4326964,-0.3779351,-0.3026761,-0.227044,-0.1819602,-0.1302116,-0.08675997,-0.04081647,0.003594512,0.06087749,0.1206128,0.2149637,0.3004865,0.3952989,0.4911742,0.5950214,0.6954029,0.7737773,0.8635241,0.9801512,1.08908,1.218549,1.340102,1.439224,1.537,1.637236,1.71715,1.797531,1.884725,1.976157,2.06235,2.138136,2.191329,2.25336,2.327749,2.402019,2.476115,2.549999,2.623657,2.69709,2.770317,2.843369,2.916292
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Delayed transition,High,95,High,95,0,-0.0437787,-0.06908362,-0.06711753,-0.06483144,-0.04051485,0.006354219,0.03524231,0.05210831,0.01692661,-0.103098,-0.3055795,-0.571715,-0.8449345,-1.124533,-1.365936,-1.539466,-1.670636,-1.735611,-1.76437,-1.750196,-1.663331,-1.538358,-1.416557,-1.280092,-1.141993,-1.036206,-0.9527022,-0.8625016,-0.7762167,-0.7020883,-0.6119207,-0.5314644,-0.4519203,-0.3536537,-0.2420372,-0.1266452,-0.006069858,0.1328712,0.2685667,0.3885783,0.5137209,0.6306188,0.7494065,0.8597084,0.960342,1.065908,1.1972,1.327449,1.443366,1.563357,1.706439,1.847219,1.99828,2.14609,2.290447,2.420537,2.546037,2.68024,2.805008,2.935857,3.07789,3.190715,3.301794,3.414417,3.539447,3.667284,3.796481,3.930853,4.054963,4.176875,4.29967,4.42097,4.541794,4.662256,4.782358,4.902119,5.021575,5.140776,5.259783,5.378668
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Delayed transition,Median,5,Median,5,0,-0.01365829,-0.02692756,-0.03314113,-0.02588789,0.000182964,0.04588891,0.09177032,0.1133062,0.0880995,-0.004914794,-0.1782467,-0.4092079,-0.6652049,-0.920612,-1.149878,-1.32618,-1.445583,-1.514662,-1.541876,-1.533219,-1.497397,-1.438261,-1.367993,-1.300835,-1.245074,-1.209122,-1.188151,-1.174189,-1.157751,-1.137512,-1.11434,-1.084504,-1.046059,-1.003876,-0.9597727,-0.9170092,-0.8707661,-0.8202446,-0.7682704,-0.7219212,-0.6746162,-0.6243819,-0.5815738,-0.553242,-0.5271708,-0.4967499,-0.4628094,-0.4318501,-0.4003429,-0.3676492,-0.3267371,-0.2746511,-0.2168955,-0.1619327,-0.1045953,-0.04699006,0.008128899,0.05232265,0.08169665,0.1106301,0.1562214,0.2055162,0.2504676,0.2958502,0.3544652,0.4119642,0.4549578,0.4960919,0.5506924,0.6090261,0.6599133,0.7078883,0.7553143,0.8021531,0.8483885,0.8940232,0.9390766,0.983582,1.027585,1.071142
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Delayed transition,Median,50,Median,50,0,-0.02863728,-0.06119183,-0.08711604,-0.0929803,-0.06990215,-0.02616339,0.01487786,0.03568618,0.01262375,-0.08150233,-0.2536983,-0.487154,-0.7539343,-1.015596,-1.251469,-1.436976,-1.568637,-1.641789,-1.67302,-1.660689,-1.597732,-1.512314,-1.41313,-1.32334,-1.254761,-1.207653,-1.167627,-1.140727,-1.120756,-1.095962,-1.066373,-1.037365,-1.004274,-0.9582067,-0.9050877,-0.8458119,-0.7941318,-0.7584942,-0.7219937,-0.6667558,-0.6128303,-0.5812004,-0.5475011,-0.5034206,-0.4627784,-0.4323238,-0.4000615,-0.3577354,-0.2962655,-0.2220698,-0.1398295,-0.05858153,0.02351276,0.1116066,0.1832337,0.2510734,0.3305476,0.4135255,0.5123221,0.6084401,0.6844765,0.7582838,0.8345278,0.898763,0.9587775,1.024011,1.095111,1.163287,1.221317,1.26206,1.305437,1.358102,1.410351,1.462139,1.513444,1.564263,1.614608,1.664507,1.714003,1.763146
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Delayed transition,Median,95,Median,95,0,-0.02492436,-0.0468294,-0.04890244,-0.04366204,-0.018334,0.02860265,0.06613409,0.08339363,0.05487194,-0.05055354,-0.2372589,-0.4838439,-0.7503185,-1.016699,-1.252934,-1.429906,-1.560695,-1.637569,-1.673176,-1.669082,-1.61489,-1.52963,-1.440554,-1.348096,-1.25949,-1.196391,-1.153471,-1.112066,-1.071715,-1.034819,-0.9803858,-0.9289037,-0.8821612,-0.8214963,-0.7528836,-0.6776897,-0.6006638,-0.5185459,-0.437347,-0.3639759,-0.2874945,-0.2103911,-0.1289901,-0.05523425,0.009632741,0.07704368,0.1546469,0.2352565,0.3079079,0.3825662,0.4729551,0.5700437,0.6747671,0.785901,0.8929955,0.9857231,1.069731,1.156696,1.239886,1.325236,1.417577,1.497087,1.573301,1.651775,1.737857,1.827481,1.915002,2.002775,2.084348,2.163393,2.242886,2.321196,2.39891,2.47609,2.552729,2.628843,2.704461,2.779625,2.854392,2.928827
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Divergent Net Zero,High,5,High,5,0,-0.09353772,-0.2116771,-0.3357573,-0.448283,-0.534704,-0.5865099,-0.6098957,-0.6141647,-0.6086148,-0.5993705,-0.6028466,-0.6233663,-0.6505052,-0.6757888,-0.69775,-0.7079233,-0.6944708,-0.6787146,-0.6487228,-0.6175807,-0.5863396,-0.5275147,-0.4669695,-0.4020437,-0.3241333,-0.2486763,-0.186999,-0.132288,-0.07165953,-0.02151215,0.01163022,0.04904592,0.1091028,0.1722367,0.249413,0.3345024,0.4441371,0.5639041,0.6820836,0.7659311,0.8429869,0.9140326,0.9645151,0.9828018,1.004424,1.050866,1.113732,1.156879,1.185448,1.202359,1.210925,1.223686,1.240177,1.243938,1.259965,1.277949,1.303987,1.318613,1.324836,1.34187,1.402558,1.471003,1.532387,1.599541,1.711542,1.812639,1.876277,1.932174,2.028084,2.123524,2.198506,2.264881,2.327859,2.388492,2.447792,2.506731,2.566241,2.627216,2.690524,2.757007
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Divergent Net Zero,High,50,High,50,0,-0.1296656,-0.293583,-0.4559504,-0.6003921,-0.6978496,-0.7523908,-0.7726554,-0.7713957,-0.762315,-0.7632725,-0.7601794,-0.7791176,-0.8100044,-0.8344378,-0.8691438,-0.8900303,-0.8953179,-0.8735887,-0.8347282,-0.7904515,-0.6956452,-0.5786872,-0.4572725,-0.3483095,-0.2448456,-0.1505834,-0.04767157,0.03678239,0.1115241,0.1763959,0.2179685,0.2471509,0.2980695,0.3685956,0.4616227,0.5760059,0.6894899,0.7829912,0.8742721,0.9721645,1.0567,1.098314,1.139097,1.171466,1.207819,1.249047,1.305214,1.364004,1.452175,1.523685,1.591967,1.651997,1.713428,1.766639,1.796877,1.838684,1.910517,1.982779,2.08496,2.191781,2.29236,2.402614,2.522033,2.624852,2.736251,2.849291,2.959351,3.059411,3.149447,3.212828,3.279896,3.355076,3.426988,3.496689,3.565197,3.63349,3.702503,3.773137,3.846264,3.922733
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Divergent Net Zero,High,95,High,95,0,-0.1331271,-0.2756059,-0.3970843,-0.5199546,-0.6091432,-0.6495302,-0.6830277,-0.6861815,-0.6933546,-0.7243378,-0.759089,-0.7999816,-0.8209869,-0.8436878,-0.8541852,-0.8507677,-0.8442805,-0.8041188,-0.7571684,-0.698086,-0.5964205,-0.4661298,-0.3303036,-0.1882161,-0.03589811,0.08678047,0.1977725,0.3244902,0.4405736,0.5318681,0.631189,0.7144196,0.8002268,0.910184,1.041379,1.186455,1.344891,1.522667,1.69229,1.844864,1.983233,2.096852,2.205777,2.304913,2.397189,2.50038,2.632608,2.763199,2.872127,2.976561,3.093498,3.199055,3.307786,3.408522,3.503882,3.585915,3.665343,3.760623,3.858277,3.975717,4.120604,4.253522,4.393027,4.535168,4.687399,4.83697,4.984997,5.134877,5.273462,5.40506,5.532208,5.654136,5.772586,5.888905,6.004147,6.119327,6.23542,6.353363,6.474065,6.598414
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Divergent Net Zero,Median,5,Median,5,0,-0.09186212,-0.2082662,-0.3317124,-0.4452875,-0.5336421,-0.5872961,-0.6134112,-0.622561,-0.6250454,-0.6303145,-0.648945,-0.6819159,-0.7222742,-0.7629601,-0.8007878,-0.829912,-0.8425645,-0.842555,-0.828721,-0.7991038,-0.7585645,-0.7031216,-0.6400934,-0.5781933,-0.5184366,-0.467202,-0.4269544,-0.3943333,-0.3614654,-0.3296503,-0.3016013,-0.2683411,-0.2239602,-0.1730758,-0.112205,-0.0412831,0.04096697,0.1287141,0.2125862,0.2786094,0.3311268,0.3764594,0.4084763,0.4230186,0.437823,0.465292,0.5004266,0.5291664,0.5525752,0.5674785,0.579011,0.5937207,0.607379,0.6123339,0.618465,0.6268479,0.6377431,0.6443958,0.6450262,0.6582523,0.7035662,0.7636277,0.8264524,0.8939858,0.9765032,1.056396,1.117656,1.17281,1.239112,1.304623,1.356863,1.40225,1.444215,1.483799,1.522008,1.559801,1.598102,1.637795,1.679735,1.724755
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Divergent Net Zero,Median,50,Median,50,0,-0.1092243,-0.2469337,-0.3896722,-0.5187214,-0.6130579,-0.6681594,-0.6934671,-0.6997798,-0.7004466,-0.7093095,-0.726587,-0.7577673,-0.8001395,-0.8404014,-0.8834489,-0.9183816,-0.9392742,-0.9352735,-0.916897,-0.8812589,-0.811465,-0.7261159,-0.6334319,-0.5480684,-0.4758657,-0.4152007,-0.3562734,-0.3077225,-0.2674656,-0.2287475,-0.1927454,-0.1615394,-0.1245246,-0.06803209,0.003986553,0.09182757,0.1808771,0.256093,0.3262316,0.4023457,0.463748,0.4922458,0.5151319,0.5439746,0.5716788,0.5970857,0.6283155,0.6671327,0.7198161,0.7747403,0.82671,0.8705972,0.9090111,0.9492571,0.9730579,0.9938312,1.02858,1.071588,1.138373,1.215872,1.290814,1.375828,1.47068,1.558292,1.644878,1.734703,1.824538,1.905531,1.974047,2.022275,2.067883,2.118712,2.166176,2.211323,2.255159,2.298653,2.342728,2.388276,2.436154,2.487201
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Divergent Net Zero,Median,95,Median,95,0,-0.1069352,-0.2380765,-0.3602453,-0.4780906,-0.5675012,-0.6154551,-0.6464208,-0.6576776,-0.6649602,-0.6891287,-0.7232932,-0.7662838,-0.8053354,-0.8433453,-0.8761628,-0.8972919,-0.9117619,-0.904417,-0.8835049,-0.8477388,-0.7833937,-0.6979531,-0.6060553,-0.5116973,-0.4155647,-0.3367808,-0.2709291,-0.200648,-0.1348334,-0.08115842,-0.02036266,0.0329259,0.08452387,0.1546346,0.2404808,0.3454655,0.4603925,0.5816904,0.6960142,0.7945144,0.8834447,0.9603472,1.033874,1.098125,1.156572,1.221947,1.300572,1.379119,1.443417,1.502342,1.566378,1.626124,1.685619,1.746918,1.803664,1.849264,1.889146,1.937762,1.993335,2.064559,2.158821,2.253842,2.35351,2.458962,2.569473,2.679954,2.787836,2.894694,2.991569,3.079488,3.162242,3.239929,3.314009,3.385827,3.456409,3.52674,3.597764,3.670389,3.745493,3.823933
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),High,5,High,5,0,-0.02451529,-0.05514007,-0.08750411,-0.1191223,-0.1453591,-0.1629334,-0.1738619,-0.1851735,-0.1957098,-0.2047962,-0.2116756,-0.2169386,-0.2250257,-0.2308206,-0.2351854,-0.2336522,-0.2237505,-0.2087014,-0.1876915,-0.1715029,-0.1677799,-0.1559095,-0.1456027,-0.1357846,-0.1227514,-0.1135928,-0.1027428,-0.08905842,-0.06747693,-0.04462105,-0.02402183,0.000612462,0.02862213,0.05783991,0.08945046,0.1190966,0.154156,0.1930778,0.2328289,0.2634473,0.2928767,0.3252417,0.3532398,0.3655453,0.379991,0.4051491,0.4329125,0.452615,0.4705276,0.4750878,0.4753028,0.4798002,0.4864198,0.4818395,0.4925144,0.5103846,0.5274406,0.5336291,0.5301055,0.5279178,0.5451843,0.5628959,0.5745912,0.5889149,0.6245841,0.6569698,0.6719218,0.6867699,0.725288,0.7667042,0.8009579,0.8332526,0.8661683,0.8994378,0.9328125,0.966062,0.9989725,1.031345,1.062992,1.093738
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),High,50,High,50,0,-0.06786399,-0.1404669,-0.1840505,-0.2149494,-0.2289415,-0.2462052,-0.2648299,-0.2695705,-0.287084,-0.3098416,-0.3007981,-0.2891941,-0.2816258,-0.2879033,-0.3000727,-0.29095,-0.2602419,-0.2240244,-0.2014907,-0.179515,-0.1346482,-0.07973401,-0.03481457,-0.01000737,0.01305393,0.01967795,0.04381013,0.07621283,0.1262728,0.175456,0.2072196,0.2052566,0.2059915,0.2261252,0.261784,0.315652,0.3678078,0.3960746,0.4248253,0.4556823,0.4855354,0.4978304,0.5249064,0.5449218,0.5656716,0.5889276,0.6298621,0.6713501,0.7222252,0.7503038,0.7709625,0.7939854,0.8266501,0.8671129,0.8885495,0.9161251,0.9609647,1.005175,1.070489,1.132259,1.183339,1.223695,1.25813,1.281811,1.333034,1.394304,1.44729,1.493227,1.535905,1.558422,1.588635,1.631901,1.675828,1.720153,1.764628,1.809021,1.853119,1.89672,1.939639,1.981698
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),High,95,High,95,0,-0.02677759,-0.0615388,-0.09042969,-0.1281459,-0.1590158,-0.1753059,-0.1941001,-0.2022862,-0.2078661,-0.2148311,-0.2267107,-0.2368803,-0.2467054,-0.254137,-0.2588619,-0.2511175,-0.2406241,-0.226613,-0.2081044,-0.1943447,-0.1779558,-0.1538922,-0.1207613,-0.09541697,-0.08265511,-0.05500494,-0.01125024,0.03529839,0.08008227,0.1218378,0.1648508,0.2060555,0.2501621,0.3026493,0.3491778,0.3922277,0.4378217,0.4899981,0.5425037,0.5938304,0.6471398,0.7002147,0.7638158,0.819348,0.8704011,0.9286533,0.9909203,1.049142,1.101379,1.152964,1.206745,1.25527,1.303653,1.349876,1.394653,1.437358,1.482228,1.52968,1.578629,1.633699,1.698553,1.764244,1.834431,1.902518,1.974677,2.049227,2.123849,2.19859,2.267768,2.330957,2.395142,2.459798,2.524411,2.5896,2.655119,2.720737,2.786242,2.851435,2.916129,2.980147
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Median,5,Median,5,0,-0.02368578,-0.05374517,-0.0859109,-0.1169206,-0.1426879,-0.1602421,-0.1714415,-0.1807811,-0.1896579,-0.1987659,-0.2086401,-0.2184884,-0.2294632,-0.2384948,-0.2444899,-0.2455495,-0.2404434,-0.2303539,-0.2177955,-0.2032445,-0.197379,-0.193758,-0.1885571,-0.1851093,-0.1809553,-0.1789519,-0.1766011,-0.1724764,-0.1642838,-0.1536152,-0.1396122,-0.1235173,-0.106452,-0.08750718,-0.06701991,-0.04703107,-0.02484681,-0.000402899,0.02373357,0.04316223,0.05986383,0.07727367,0.0920588,0.1001253,0.108344,0.1220434,0.137756,0.1496687,0.1590121,0.1640441,0.1668157,0.1695096,0.1698702,0.168231,0.1706746,0.1757074,0.1808486,0.1819164,0.1778055,0.175976,0.1846901,0.1967915,0.2081974,0.2208451,0.2406035,0.2600964,0.2724284,0.2847037,0.3055927,0.3294441,0.349954,0.3696958,0.3900356,0.4107055,0.4314561,0.4520564,0.4722922,0.4919641,0.5108852,0.5288781
"Netherlands, The",NL,NLD,Potential National Income Benefit from Avoided Chronic Climate Damages,,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),Median,50,Median,50,0,-0.04390983,-0.09456833,-0.1336294,-0.1641758,-0.1846155,-0.2014655,-0.2170378,-0.2238899,-0.2350762,-0.2512399,-0.2553389,-0.2563059,-0.259988,-0.2679809,-0.2782303,-0.276564,-0.2614572,-0.24183,-0.228341,-0.2157753,-0.1939412,-0.1663821,-0.1435348,-0.1321024,-0.1233512,-0.1213605,-0.1138542,-0.09988705,-0.0776592,-0.05328938,-0.03617618,-0.0328202,-0.03128587,-0.01753444,0.004725803,0.0366441,0.06903766,0.08859396,0.1062531,0.1255531,0.1429926,0.1478791,0.1584884,0.1703157,0.1807157,0.1942394,0.2149468,0.2378101,0.263358,0.2779988,0.2859874,0.2954619,0.3078972,0.3263767,0.3342866,0.3423549,0.3616538,0.3819947,0.4124483,0.4445623,0.4722827,0.4966609,0.5177915,0.5331869,0.5602899,0.5949315,0.6248898,0.6510397,0.675597,0.687952,0.7035407,0.7294755,0.7560303,0.7829394,0.8099537,0.8368419,0.8633897,0.8893975,0.9146784,0.9390546
