Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Sector,Scale,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Netherlands, The",NL,NLD,CO2 emissions in output of domestic controlled enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOD,CO2 Emissions in Output; Of which: Output of Domestic Controlled Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Domestic Controlled Enterprises","Machinery and equipment, nec",Units,1886.510937,2338.470431,2094.089188,1850.598873,1378.261506,1548.679552,2013.278408,1803.829864,1672.117036,1511.366641,1472.190745,1355.203864,,
"Netherlands, The",NL,NLD,CO2 emissions in output of domestic controlled enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOD,CO2 Emissions in Output; Of which: Output of Domestic Controlled Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Domestic Controlled Enterprises",Mining and quarrying,Units,613.9964319,804.0181451,507.6228995,586.6492714,914.0196548,772.2901501,440.8653406,501.7660705,696.5278322,601.1149401,595.8316915,403.2868035,,
"Netherlands, The",NL,NLD,CO2 emissions in output of domestic controlled enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOD,CO2 Emissions in Output; Of which: Output of Domestic Controlled Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Domestic Controlled Enterprises","Motor vehicles, trailers and semi-trailers",Units,172.8234608,38.9002828,390.9909646,30.60764621,197.632221,52.09213698,0,0,0,79.25250961,222.8925433,316.9110511,,
"Netherlands, The",NL,NLD,CO2 emissions in output of domestic controlled enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOD,CO2 Emissions in Output; Of which: Output of Domestic Controlled Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Domestic Controlled Enterprises",Other business sector services,Units,3027.442409,3800.305057,3099.810692,3222.972697,3378.494334,3117.35726,2926.741651,3209.546702,3048.289451,2404.35153,2487.856326,2256.02249,,
"Netherlands, The",NL,NLD,CO2 emissions in output of domestic controlled enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOD,CO2 Emissions in Output; Of which: Output of Domestic Controlled Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Domestic Controlled Enterprises",Other manufacturing; repair and installation of machinery and equipment,Units,2263.086819,2640.614217,2584.347994,2567.464848,2256.800933,2269.692353,1854.49014,1747.411085,1528.749674,1252.721607,1051.261068,938.8143818,,
"Netherlands, The",NL,NLD,CO2 emissions in output of domestic controlled enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOD,CO2 Emissions in Output; Of which: Output of Domestic Controlled Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Domestic Controlled Enterprises",Other non-metallic mineral products,Units,320.55474,295.157409,295.459232,290.9333239,289.1172877,267.3532681,259.0824939,233.9917773,232.1768614,173.4462267,185.5068309,181.7063381,,
"Netherlands, The",NL,NLD,CO2 emissions in output of domestic controlled enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOD,CO2 Emissions in Output; Of which: Output of Domestic Controlled Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Domestic Controlled Enterprises",Other transport equipment,Units,707.9454027,975.9202681,923.3318285,1071.545112,998.2519455,959.6553302,780.3549985,827.1930523,711.7745938,677.0392001,707.5902192,658.8185918,,
"Netherlands, The",NL,NLD,CO2 emissions in output of domestic controlled enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOD,CO2 Emissions in Output; Of which: Output of Domestic Controlled Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Domestic Controlled Enterprises",Paper products and printing,Units,650.8570411,694.4841731,548.6790524,480.8783149,499.7073774,413.5011932,429.3271685,430.2639224,388.1125796,304.4682608,224.9771549,203.85025,,
"Netherlands, The",NL,NLD,CO2 emissions in output of domestic controlled enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOD,CO2 Emissions in Output; Of which: Output of Domestic Controlled Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Domestic Controlled Enterprises",Private households with employed persons,Units,0,0,0,0,0,0,0,0,0,0,0,0,,
"Netherlands, The",NL,NLD,CO2 emissions in output of domestic controlled enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOD,CO2 Emissions in Output; Of which: Output of Domestic Controlled Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Domestic Controlled Enterprises",Public admin. and defence; compulsory social security,Units,5896.376356,8436.987208,5826.181154,7384.868405,8530.123366,7820.665115,6152.034001,7162.861384,6622.253006,5751.102948,4454.285818,4871.168336,,
"Netherlands, The",NL,NLD,CO2 emissions in output of domestic controlled enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOD,CO2 Emissions in Output; Of which: Output of Domestic Controlled Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Domestic Controlled Enterprises","Publishing, audiovisual and broadcasting activities",Units,402.9840622,391.7100231,335.0486882,299.058844,299.1646328,193.5859316,174.0754983,205.3551055,172.6734925,142.0450911,106.676971,113.1385091,,
"Netherlands, The",NL,NLD,CO2 emissions in output of domestic controlled enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOD,CO2 Emissions in Output; Of which: Output of Domestic Controlled Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Domestic Controlled Enterprises",Real estate activities,Units,6971.213612,7211.646688,5258.26179,5137.861311,8492.583496,8858.658359,8389.330171,9285.119784,8637.430947,6992.792009,7047.059233,6157.697409,,
"Netherlands, The",NL,NLD,CO2 emissions in output of domestic controlled enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOD,CO2 Emissions in Output; Of which: Output of Domestic Controlled Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Domestic Controlled Enterprises",Rubber and plastic products,Units,451.9458596,464.9458074,464.5931392,510.9471116,433.5173595,399.7743382,374.5567076,329.9972593,319.6718739,278.8285411,276.8573269,239.2707596,,
"Netherlands, The",NL,NLD,CO2 emissions in output of domestic controlled enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOD,CO2 Emissions in Output; Of which: Output of Domestic Controlled Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Domestic Controlled Enterprises",Telecommunications,Units,807.6893695,841.0080742,665.2360728,582.9716689,567.3880552,452.0767421,396.5415918,437.0125593,450.5279964,379.0084823,410.7206711,259.2880911,,
"Netherlands, The",NL,NLD,CO2 emissions in output of domestic controlled enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOD,CO2 Emissions in Output; Of which: Output of Domestic Controlled Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Domestic Controlled Enterprises","Textiles, wearing apparel, leather and related products",Units,629.6457839,736.0561589,566.6498481,536.1557618,500.5264591,493.0822808,522.5449687,492.2675556,446.7377269,342.3144572,311.8677263,272.4901463,,
"Netherlands, The",NL,NLD,CO2 emissions in output of domestic controlled enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOD,CO2 Emissions in Output; Of which: Output of Domestic Controlled Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Domestic Controlled Enterprises",Transportation and storage,Units,13077.62632,14981.4527,13890.13522,15345.77896,16838.11957,15175.47136,15278.96565,15909.57046,15081.39472,13327.51812,13970.29511,13600.85978,,
"Netherlands, The",NL,NLD,CO2 emissions in output of domestic controlled enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOD,CO2 Emissions in Output; Of which: Output of Domestic Controlled Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Domestic Controlled Enterprises",Wholesale and retail trade; repair of motor vehicles,Units,4757.3017,5201.299044,4209.926256,3953.064748,3939.102371,3332.619666,3341.650118,3228.136756,3007.175512,3093.521865,3062.580461,2794.059579,,
"Netherlands, The",NL,NLD,CO2 emissions in output of domestic controlled enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOD,CO2 Emissions in Output; Of which: Output of Domestic Controlled Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Domestic Controlled Enterprises",Wood and products of wood and cork,Units,118.3373589,154.2841848,122.8887084,115.1741409,99.68803916,126.1345837,116.3242796,93.74166634,83.38295491,71.01143866,74.30586956,69.08263636,,
"Netherlands, The",NL,NLD,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOF,CO2 Emissions in Output; Of which: Output of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Foreign Controlled Multinational Enterprises",Accommodation and food services,Units,421.8182295,507.1675817,436.3882391,447.5511816,473.9702754,401.1201099,399.36027,406.0183461,386.0234069,328.0074542,309.1032062,336.5408777,,
"Netherlands, The",NL,NLD,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOF,CO2 Emissions in Output; Of which: Output of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Foreign Controlled Multinational Enterprises","Agriculture, forestry and fishing",Units,52.79341097,66.6960855,54.85472569,55.61512042,60.12778894,46.5723367,31.66077917,41.36923659,27.28091532,27.23484245,42.78336695,46.73074911,,
"Netherlands, The",NL,NLD,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOF,CO2 Emissions in Output; Of which: Output of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Foreign Controlled Multinational Enterprises","Arts, entertainment, recreation and other service activities",Units,161.5785003,178.3589651,130.7243609,123.0080515,158.5626417,168.7967479,100.4767073,182.3975913,178.0559882,82.49723289,72.49170853,66.05162436,,
"Netherlands, The",NL,NLD,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOF,CO2 Emissions in Output; Of which: Output of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Foreign Controlled Multinational Enterprises",Basic metals,Units,200.9301239,329.6431209,66.99201647,264.9435387,282.5314516,325.6815578,356.4009955,330.6961376,393.0501459,322.4551654,158.725321,182.658244,,
"Netherlands, The",NL,NLD,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOF,CO2 Emissions in Output; Of which: Output of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Foreign Controlled Multinational Enterprises",Chemicals and pharmaceutical products,Units,3179.219256,4927.649354,3684.337454,2998.803797,3133.907321,3626.4656,3222.761643,3590.149161,3085.971547,3057.134203,5184.263424,3652.375035,,
"Netherlands, The",NL,NLD,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOF,CO2 Emissions in Output; Of which: Output of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Foreign Controlled Multinational Enterprises",Coke and refined petroleum products,Units,897.8207751,2255.593469,1973.334282,1244.104255,1796.269895,1179.456462,1175.456708,2290.419836,2049.980857,1529.076676,1871.41499,1401.990805,,
"Netherlands, The",NL,NLD,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOF,CO2 Emissions in Output; Of which: Output of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Foreign Controlled Multinational Enterprises","Computer, electronic and optical products",Units,593.8304784,966.3341975,878.5381157,1049.283833,1242.427022,1101.948559,1098.420937,1295.381809,1296.008888,3143.493976,3561.67836,3492.698316,,
"Netherlands, The",NL,NLD,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOF,CO2 Emissions in Output; Of which: Output of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Foreign Controlled Multinational Enterprises",Construction,Units,1132.14401,1523.676208,1112.90421,1139.7553,825.0984027,765.3569043,1004.718437,1028.17351,1056.55377,1095.124063,1603.485131,1366.767916,,
"Netherlands, The",NL,NLD,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOF,CO2 Emissions in Output; Of which: Output of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Foreign Controlled Multinational Enterprises",Education,Units,18.0140123,10.20132445,8.740586577,8.36017038,8.634851487,14.64094095,11.54864351,13.55280179,12.87088828,3.330462806,3.120883772,1.905845622,,
"Netherlands, The",NL,NLD,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOF,CO2 Emissions in Output; Of which: Output of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Foreign Controlled Multinational Enterprises",Electrical equipment,Units,238.9015872,369.4670166,217.2387725,176.5375106,168.7404966,188.9191098,208.4230809,208.0225047,212.5183584,173.6101067,180.3330336,130.9476514,,
"Netherlands, The",NL,NLD,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOF,CO2 Emissions in Output; Of which: Output of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Foreign Controlled Multinational Enterprises","Electricity, gas, water supply, sewerage, waste and remediation services",Units,11404.30406,12489.37,13201.50651,14628.28687,40269.43194,40455.5464,39092.85814,33384.22646,31317.04087,23635.21982,22986.03199,19202.7027,,
"Netherlands, The",NL,NLD,CO2 emissions in output of foreign controlled multinational enterprises,Metric tons of CO2,"OECD (2022), OECD FDI Statistics Database, [https://stats.oecd.org/] (https://stats.oecd.org/) accessed on 29-03-2022; OECD (2021), OECD Inter-Country Input-Output Database, [http://oe.cd/icio](http://oe.cd/icio) accessed on 29-03-2022; OECD (2018), OECD Analytical AMNE Database, [https://www.oecd.org/sti/ind/analytical-amne-database.htm](https://www.oecd.org/sti/ind/analytical-amne-database.htm) accessed on 29-03-2022; IMF staff calculations.",ECBIOF,CO2 Emissions in Output; Of which: Output of Foreign Controlled Multinational Enterprises,"Environment, Climate Change, Cross-Border, Direct Investment-Related, CO2 Emissions in Output, Of which: Output of Foreign Controlled Multinational Enterprises",Fabricated metal products,Units,397.2556686,472.1742743,354.6543273,518.4323758,351.151066,423.8630991,421.1363259,391.0188976,501.1723896,467.9711712,449.9139964,388.2112235,,
