Country,Time,Balance,Product,Value,Unit
Netherlands,June 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",657.6648,GWh
Netherlands,June 2021,Net Electricity Production,Oil and Petroleum Products,79.9502,GWh
Netherlands,June 2021,Net Electricity Production,Natural Gas,4699.5186,GWh
Netherlands,June 2021,Net Electricity Production,Combustible Renewables,468.5165,GWh
Netherlands,June 2021,Net Electricity Production,Other Combustible Non-Renewables,148.9748,GWh
Netherlands,June 2021,Net Electricity Production,Hydro,9.5006,GWh
Netherlands,June 2021,Net Electricity Production,Wind,662.04,GWh
Netherlands,June 2021,Net Electricity Production,Solar,1853.1301,GWh
Netherlands,June 2021,Net Electricity Production,Geothermal,0,GWh
Netherlands,June 2021,Net Electricity Production,Other Renewables,0,GWh
Netherlands,June 2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2993.1871,GWh
Belgium,May 2021,Net Electricity Production,Nuclear,3822.7141,GWh
Belgium,May 2021,Net Electricity Production,Total Combustible Fuels,2101.9147,GWh
Belgium,May 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",187.7914,GWh
Belgium,May 2021,Net Electricity Production,Oil and Petroleum Products,12.5126,GWh
Belgium,May 2021,Net Electricity Production,Natural Gas,1512.6554,GWh
Belgium,May 2021,Net Electricity Production,Combustible Renewables,284.1536,GWh
Belgium,May 2021,Net Electricity Production,Other Combustible Non-Renewables,104.8017,GWh
Belgium,May 2021,Net Electricity Production,Hydro,32.0062,GWh
Belgium,May 2021,Net Electricity Production,Wind,983.4805,GWh
Belgium,May 2021,Net Electricity Production,Solar,751.0118,GWh
Belgium,May 2021,Net Electricity Production,Geothermal,0,GWh
Belgium,May 2021,Net Electricity Production,Other Renewables,0,GWh
Belgium,May 2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2050.6522,GWh
Luxembourg,May 2021,Net Electricity Production,Nuclear,0,GWh
Luxembourg,May 2021,Net Electricity Production,Total Combustible Fuels,54.1469,GWh
Luxembourg,May 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",0,GWh
Luxembourg,May 2021,Net Electricity Production,Oil and Petroleum Products,0,GWh
Luxembourg,May 2021,Net Electricity Production,Natural Gas,14.525,GWh
Luxembourg,May 2021,Net Electricity Production,Combustible Renewables,33.397,GWh
Luxembourg,May 2021,Net Electricity Production,Other Combustible Non-Renewables,6.2248,GWh
Luxembourg,May 2021,Net Electricity Production,Hydro,93.7296,GWh
Luxembourg,May 2021,Net Electricity Production,Wind,33.8928,GWh
Luxembourg,May 2021,Net Electricity Production,Solar,24.7875,GWh
Luxembourg,May 2021,Net Electricity Production,Geothermal,0,GWh
Luxembourg,May 2021,Net Electricity Production,Other Renewables,0,GWh
Luxembourg,May 2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",185.8069,GWh
Netherlands,May 2021,Net Electricity Production,Nuclear,209.691,GWh
Netherlands,May 2021,Net Electricity Production,Total Combustible Fuels,5922.8683,GWh
Netherlands,May 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",721.3556,GWh
Netherlands,May 2021,Net Electricity Production,Oil and Petroleum Products,99.2389,GWh
Netherlands,May 2021,Net Electricity Production,Natural Gas,4165.9795,GWh
Netherlands,May 2021,Net Electricity Production,Combustible Renewables,765.617,GWh
Netherlands,May 2021,Net Electricity Production,Other Combustible Non-Renewables,170.6773,GWh
Netherlands,May 2021,Net Electricity Production,Hydro,9.9956,GWh
Netherlands,May 2021,Net Electricity Production,Wind,1314.5126,GWh
Netherlands,May 2021,Net Electricity Production,Solar,1537.9686,GWh
Netherlands,May 2021,Net Electricity Production,Geothermal,0,GWh
Netherlands,May 2021,Net Electricity Production,Other Renewables,0,GWh
Netherlands,May 2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3628.0938,GWh
Belgium,April 2021,Net Electricity Production,Nuclear,3758.6508,GWh
Belgium,April 2021,Net Electricity Production,Total Combustible Fuels,2968.7309,GWh
Belgium,April 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",226.3414,GWh
Belgium,April 2021,Net Electricity Production,Oil and Petroleum Products,18.4156,GWh
Belgium,April 2021,Net Electricity Production,Natural Gas,2259.0868,GWh
Belgium,April 2021,Net Electricity Production,Combustible Renewables,364.5392,GWh
Belgium,April 2021,Net Electricity Production,Other Combustible Non-Renewables,100.3479,GWh
Belgium,April 2021,Net Electricity Production,Hydro,80.2758,GWh
Belgium,April 2021,Net Electricity Production,Wind,847.5013,GWh
Belgium,April 2021,Net Electricity Production,Solar,711.2318,GWh
Belgium,April 2021,Net Electricity Production,Geothermal,0,GWh
Belgium,April 2021,Net Electricity Production,Other Renewables,0,GWh
Belgium,April 2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2003.5481,GWh
Luxembourg,April 2021,Net Electricity Production,Nuclear,0,GWh
Luxembourg,April 2021,Net Electricity Production,Total Combustible Fuels,55.8496,GWh
Luxembourg,April 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",0,GWh
Luxembourg,April 2021,Net Electricity Production,Oil and Petroleum Products,0,GWh
Luxembourg,April 2021,Net Electricity Production,Natural Gas,16.3546,GWh
Luxembourg,April 2021,Net Electricity Production,Combustible Renewables,33.0334,GWh
Luxembourg,April 2021,Net Electricity Production,Other Combustible Non-Renewables,6.4615,GWh
Luxembourg,April 2021,Net Electricity Production,Hydro,94.4542,GWh
Luxembourg,April 2021,Net Electricity Production,Wind,24.9014,GWh
Luxembourg,April 2021,Net Electricity Production,Solar,21.7724,GWh
Luxembourg,April 2021,Net Electricity Production,Geothermal,0,GWh
Luxembourg,April 2021,Net Electricity Production,Other Renewables,0,GWh
Luxembourg,April 2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",174.1613,GWh
Netherlands,April 2021,Net Electricity Production,Nuclear,332.665,GWh
Netherlands,April 2021,Net Electricity Production,Total Combustible Fuels,6406.1858,GWh
Netherlands,April 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",803.4758,GWh
Netherlands,April 2021,Net Electricity Production,Oil and Petroleum Products,129.0065,GWh
Netherlands,April 2021,Net Electricity Production,Natural Gas,4454.8118,GWh
Netherlands,April 2021,Net Electricity Production,Combustible Renewables,858.9857,GWh
Netherlands,April 2021,Net Electricity Production,Other Combustible Non-Renewables,159.906,GWh
Netherlands,April 2021,Net Electricity Production,Hydro,8.627,GWh
Netherlands,April 2021,Net Electricity Production,Wind,1379.3925,GWh
Netherlands,April 2021,Net Electricity Production,Solar,1366.9817,GWh
Netherlands,April 2021,Net Electricity Production,Geothermal,0,GWh
Netherlands,April 2021,Net Electricity Production,Other Renewables,0,GWh
Netherlands,April 2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3613.9869,GWh
Belgium,March 2021,Net Electricity Production,Nuclear,4385.7254,GWh
Belgium,March 2021,Net Electricity Production,Total Combustible Fuels,2948.0257,GWh
Belgium,March 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",189.7681,GWh
Belgium,March 2021,Net Electricity Production,Oil and Petroleum Products,13.353,GWh
Belgium,March 2021,Net Electricity Production,Natural Gas,2227.6857,GWh
Belgium,March 2021,Net Electricity Production,Combustible Renewables,407.7578,GWh
Belgium,March 2021,Net Electricity Production,Other Combustible Non-Renewables,109.4611,GWh
Belgium,March 2021,Net Electricity Production,Hydro,150.4831,GWh
Belgium,March 2021,Net Electricity Production,Wind,1133.6629,GWh
Belgium,March 2021,Net Electricity Production,Solar,530.5326,GWh
Belgium,March 2021,Net Electricity Production,Geothermal,0,GWh
Belgium,March 2021,Net Electricity Production,Other Renewables,0,GWh
Belgium,March 2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2222.4364,GWh
Luxembourg,March 2021,Net Electricity Production,Nuclear,0,GWh
Luxembourg,March 2021,Net Electricity Production,Total Combustible Fuels,55.9259,GWh
Luxembourg,March 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",0,GWh
Luxembourg,March 2021,Net Electricity Production,Oil and Petroleum Products,0,GWh
Luxembourg,March 2021,Net Electricity Production,Natural Gas,18.6084,GWh
Luxembourg,March 2021,Net Electricity Production,Combustible Renewables,32.2856,GWh
Luxembourg,March 2021,Net Electricity Production,Other Combustible Non-Renewables,5.0319,GWh
Luxembourg,March 2021,Net Electricity Production,Hydro,94.5603,GWh
Luxembourg,March 2021,Net Electricity Production,Wind,34.2418,GWh
Luxembourg,March 2021,Net Electricity Production,Solar,13.2602,GWh
Luxembourg,March 2021,Net Electricity Production,Geothermal,0,GWh
Luxembourg,March 2021,Net Electricity Production,Other Renewables,0,GWh
Luxembourg,March 2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",174.3478,GWh
Netherlands,March 2021,Net Electricity Production,Nuclear,359.731,GWh
Netherlands,March 2021,Net Electricity Production,Total Combustible Fuels,8384.5397,GWh
Netherlands,March 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",1220.3128,GWh
Netherlands,March 2021,Net Electricity Production,Oil and Petroleum Products,96.6398,GWh
Netherlands,March 2021,Net Electricity Production,Natural Gas,5967.8732,GWh
Netherlands,March 2021,Net Electricity Production,Combustible Renewables,939.6698,GWh
Netherlands,March 2021,Net Electricity Production,Other Combustible Non-Renewables,160.0442,GWh
Netherlands,March 2021,Net Electricity Production,Hydro,12.4112,GWh
Netherlands,March 2021,Net Electricity Production,Wind,1652.7794,GWh
Netherlands,March 2021,Net Electricity Production,Solar,837.7871,GWh
Netherlands,March 2021,Net Electricity Production,Geothermal,0,GWh
Netherlands,March 2021,Net Electricity Production,Other Renewables,0,GWh
Netherlands,March 2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3442.6475,GWh
Belgium,February 2021,Net Electricity Production,Nuclear,4029.662,GWh
Belgium,February 2021,Net Electricity Production,Total Combustible Fuels,2481.6526,GWh
Belgium,February 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",67.55,GWh
Belgium,February 2021,Net Electricity Production,Oil and Petroleum Products,13.944,GWh
Belgium,February 2021,Net Electricity Production,Natural Gas,1987.6437,GWh
Belgium,February 2021,Net Electricity Production,Combustible Renewables,313.3089,GWh
Belgium,February 2021,Net Electricity Production,Other Combustible Non-Renewables,99.206,GWh
Belgium,February 2021,Net Electricity Production,Hydro,126.8999,GWh
Belgium,February 2021,Net Electricity Production,Wind,1361.8044,GWh
Belgium,February 2021,Net Electricity Production,Solar,255.1264,GWh
Belgium,February 2021,Net Electricity Production,Geothermal,0,GWh
Belgium,February 2021,Net Electricity Production,Other Renewables,0,GWh
Belgium,February 2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2057.1396,GWh
Luxembourg,February 2021,Net Electricity Production,Nuclear,0,GWh
Luxembourg,February 2021,Net Electricity Production,Total Combustible Fuels,51.471,GWh
Luxembourg,February 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",0,GWh
Luxembourg,February 2021,Net Electricity Production,Oil and Petroleum Products,0,GWh
Luxembourg,February 2021,Net Electricity Production,Natural Gas,19.5357,GWh
Luxembourg,February 2021,Net Electricity Production,Combustible Renewables,27.4439,GWh
Luxembourg,February 2021,Net Electricity Production,Other Combustible Non-Renewables,4.4914,GWh
Luxembourg,February 2021,Net Electricity Production,Hydro,87.2414,GWh
Luxembourg,February 2021,Net Electricity Production,Wind,38.0578,GWh
Luxembourg,February 2021,Net Electricity Production,Solar,4.8095,GWh
Luxembourg,February 2021,Net Electricity Production,Geothermal,0,GWh
Luxembourg,February 2021,Net Electricity Production,Other Renewables,0,GWh
Luxembourg,February 2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",157.5525,GWh
Netherlands,February 2021,Net Electricity Production,Nuclear,321.089,GWh
Netherlands,February 2021,Net Electricity Production,Total Combustible Fuels,7903.8204,GWh
Netherlands,February 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",1044.4416,GWh
Netherlands,February 2021,Net Electricity Production,Oil and Petroleum Products,99.2828,GWh
Netherlands,February 2021,Net Electricity Production,Natural Gas,5761.1428,GWh
Netherlands,February 2021,Net Electricity Production,Combustible Renewables,876.2249,GWh
Netherlands,February 2021,Net Electricity Production,Other Combustible Non-Renewables,122.7284,GWh
Netherlands,February 2021,Net Electricity Production,Hydro,4.4811,GWh
Netherlands,February 2021,Net Electricity Production,Wind,1868.7331,GWh
Netherlands,February 2021,Net Electricity Production,Solar,465.9249,GWh
Netherlands,February 2021,Net Electricity Production,Geothermal,0,GWh
Netherlands,February 2021,Net Electricity Production,Other Renewables,0,GWh
Netherlands,February 2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3215.3641,GWh
Belgium,January 2021,Net Electricity Production,Nuclear,3873.0525,GWh
Belgium,January 2021,Net Electricity Production,Total Combustible Fuels,3228.0015,GWh
Belgium,January 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",118.3503,GWh
Belgium,January 2021,Net Electricity Production,Oil and Petroleum Products,19.1433,GWh
Belgium,January 2021,Net Electricity Production,Natural Gas,2568.8864,GWh
Belgium,January 2021,Net Electricity Production,Combustible Renewables,413.1419,GWh
Belgium,January 2021,Net Electricity Production,Other Combustible Non-Renewables,108.4796,GWh
Belgium,January 2021,Net Electricity Production,Hydro,143.6441,GWh
Belgium,January 2021,Net Electricity Production,Wind,1233.3708,GWh
Belgium,January 2021,Net Electricity Production,Solar,102.9469,GWh
Belgium,January 2021,Net Electricity Production,Geothermal,0,GWh
Belgium,January 2021,Net Electricity Production,Other Renewables,0,GWh
Belgium,January 2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1893.1037,GWh
Luxembourg,January 2021,Net Electricity Production,Nuclear,0,GWh
Luxembourg,January 2021,Net Electricity Production,Total Combustible Fuels,57.8606,GWh
Luxembourg,January 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",0,GWh
Luxembourg,January 2021,Net Electricity Production,Oil and Petroleum Products,0,GWh
Luxembourg,January 2021,Net Electricity Production,Natural Gas,22.6185,GWh
Luxembourg,January 2021,Net Electricity Production,Combustible Renewables,30.4469,GWh
Luxembourg,January 2021,Net Electricity Production,Other Combustible Non-Renewables,4.7952,GWh
Luxembourg,January 2021,Net Electricity Production,Hydro,97.3597,GWh
Luxembourg,January 2021,Net Electricity Production,Wind,32.6246,GWh
Luxembourg,January 2021,Net Electricity Production,Solar,2.4746,GWh
Luxembourg,January 2021,Net Electricity Production,Geothermal,0,GWh
Luxembourg,January 2021,Net Electricity Production,Other Renewables,0,GWh
Luxembourg,January 2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",162.9059,GWh
Netherlands,January 2021,Net Electricity Production,Nuclear,357.827,GWh
Netherlands,January 2021,Net Electricity Production,Total Combustible Fuels,8873.5845,GWh
Netherlands,January 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",1601.309,GWh
Netherlands,January 2021,Net Electricity Production,Oil and Petroleum Products,107.1528,GWh
Netherlands,January 2021,Net Electricity Production,Natural Gas,5983.8243,GWh
Netherlands,January 2021,Net Electricity Production,Combustible Renewables,1012.6732,GWh
Netherlands,January 2021,Net Electricity Production,Other Combustible Non-Renewables,168.6253,GWh
Netherlands,January 2021,Net Electricity Production,Hydro,7.8158,GWh
Netherlands,January 2021,Net Electricity Production,Wind,1829.1196,GWh
Netherlands,January 2021,Net Electricity Production,Solar,204.888,GWh
Netherlands,January 2021,Net Electricity Production,Geothermal,0,GWh
Netherlands,January 2021,Net Electricity Production,Other Renewables,0,GWh
Netherlands,January 2021,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3054.4965,GWh
Belgium,December 2020,Net Electricity Production,Nuclear,3264.0484,GWh
Belgium,December 2020,Net Electricity Production,Total Combustible Fuels,3208.3363,GWh
Belgium,December 2020,Net Electricity Production,"Coal, Peat and Manufactured Gases",84.9484,GWh
Belgium,December 2020,Net Electricity Production,Oil and Petroleum Products,21.694,GWh
Belgium,December 2020,Net Electricity Production,Natural Gas,2523.821,GWh
Belgium,December 2020,Net Electricity Production,Combustible Renewables,468.6576,GWh
Belgium,December 2020,Net Electricity Production,Other Combustible Non-Renewables,109.2152,GWh
Belgium,December 2020,Net Electricity Production,Hydro,133.1092,GWh
Belgium,December 2020,Net Electricity Production,Wind,1409.9519,GWh
Belgium,December 2020,Net Electricity Production,Solar,77.4282,GWh
Belgium,December 2020,Net Electricity Production,Geothermal,0,GWh
Belgium,December 2020,Net Electricity Production,Other Renewables,0,GWh
Belgium,December 2020,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2089.1469,GWh
Luxembourg,December 2020,Net Electricity Production,Nuclear,0,GWh
Luxembourg,December 2020,Net Electricity Production,Total Combustible Fuels,59.8273,GWh
Luxembourg,December 2020,Net Electricity Production,"Coal, Peat and Manufactured Gases",0,GWh
Luxembourg,December 2020,Net Electricity Production,Oil and Petroleum Products,0,GWh
Luxembourg,December 2020,Net Electricity Production,Natural Gas,19.669,GWh
Luxembourg,December 2020,Net Electricity Production,Combustible Renewables,33.8944,GWh
Luxembourg,December 2020,Net Electricity Production,Other Combustible Non-Renewables,6.2639,GWh
Luxembourg,December 2020,Net Electricity Production,Hydro,88.3433,GWh
Luxembourg,December 2020,Net Electricity Production,Wind,35.547,GWh
Luxembourg,December 2020,Net Electricity Production,Solar,4.1432,GWh
Luxembourg,December 2020,Net Electricity Production,Geothermal,0,GWh
Luxembourg,December 2020,Net Electricity Production,Other Renewables,0,GWh
Luxembourg,December 2020,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",161.928,GWh
Netherlands,December 2020,Net Electricity Production,Nuclear,357.3864,GWh
Netherlands,December 2020,Net Electricity Production,Total Combustible Fuels,8274.6361,GWh
Netherlands,December 2020,Net Electricity Production,"Coal, Peat and Manufactured Gases",1096.0907,GWh
Netherlands,December 2020,Net Electricity Production,Oil and Petroleum Products,93.223,GWh
Netherlands,December 2020,Net Electricity Production,Natural Gas,6021.3643,GWh
Netherlands,December 2020,Net Electricity Production,Combustible Renewables,896.8246,GWh
Netherlands,December 2020,Net Electricity Production,Other Combustible Non-Renewables,167.1335,GWh
Netherlands,December 2020,Net Electricity Production,Hydro,7.2849,GWh
Netherlands,December 2020,Net Electricity Production,Wind,1790.0118,GWh
Netherlands,December 2020,Net Electricity Production,Solar,135.9733,GWh
Netherlands,December 2020,Net Electricity Production,Geothermal,0,GWh
Netherlands,December 2020,Net Electricity Production,Other Renewables,0,GWh
Netherlands,December 2020,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2830.0946,GWh
Belgium,November 2020,Net Electricity Production,Nuclear,2991.5121,GWh
Belgium,November 2020,Net Electricity Production,Total Combustible Fuels,2882.5105,GWh
Belgium,November 2020,Net Electricity Production,"Coal, Peat and Manufactured Gases",66.4507,GWh
Belgium,November 2020,Net Electricity Production,Oil and Petroleum Products,9.1012,GWh
Belgium,November 2020,Net Electricity Production,Natural Gas,2266.9465,GWh
Belgium,November 2020,Net Electricity Production,Combustible Renewables,435.6805,GWh
Belgium,November 2020,Net Electricity Production,Other Combustible Non-Renewables,104.3315,GWh
Belgium,November 2020,Net Electricity Production,Hydro,97.5979,GWh
Belgium,November 2020,Net Electricity Production,Wind,1182.1315,GWh
Belgium,November 2020,Net Electricity Production,Solar,149.5961,GWh
Belgium,November 2020,Net Electricity Production,Geothermal,0,GWh
Belgium,November 2020,Net Electricity Production,Other Renewables,0,GWh
Belgium,November 2020,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1865.0061,GWh
Luxembourg,November 2020,Net Electricity Production,Nuclear,0,GWh
Luxembourg,November 2020,Net Electricity Production,Total Combustible Fuels,62.545,GWh
Luxembourg,November 2020,Net Electricity Production,"Coal, Peat and Manufactured Gases",0,GWh
Luxembourg,November 2020,Net Electricity Production,Oil and Petroleum Products,0,GWh
Luxembourg,November 2020,Net Electricity Production,Natural Gas,25.2697,GWh
Luxembourg,November 2020,Net Electricity Production,Combustible Renewables,29.5957,GWh
Luxembourg,November 2020,Net Electricity Production,Other Combustible Non-Renewables,7.6796,GWh
Luxembourg,November 2020,Net Electricity Production,Hydro,75.5007,GWh
Luxembourg,November 2020,Net Electricity Production,Wind,47.3885,GWh
Luxembourg,November 2020,Net Electricity Production,Solar,3.3932,GWh
Luxembourg,November 2020,Net Electricity Production,Geothermal,0,GWh
Luxembourg,November 2020,Net Electricity Production,Other Renewables,0,GWh
Luxembourg,November 2020,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",155.878,GWh
Netherlands,November 2020,Net Electricity Production,Nuclear,301.3667,GWh
Netherlands,November 2020,Net Electricity Production,Total Combustible Fuels,7946.824,GWh
Netherlands,November 2020,Net Electricity Production,"Coal, Peat and Manufactured Gases",1090.7814,GWh
Netherlands,November 2020,Net Electricity Production,Oil and Petroleum Products,78.1848,GWh
Netherlands,November 2020,Net Electricity Production,Natural Gas,5805.4272,GWh
Netherlands,November 2020,Net Electricity Production,Combustible Renewables,818.4032,GWh
Netherlands,November 2020,Net Electricity Production,Other Combustible Non-Renewables,154.0273,GWh
Netherlands,November 2020,Net Electricity Production,Hydro,2.7753,GWh
Netherlands,November 2020,Net Electricity Production,Wind,1609.5585,GWh
Netherlands,November 2020,Net Electricity Production,Solar,243.2255,GWh
Netherlands,November 2020,Net Electricity Production,Geothermal,0,GWh
Netherlands,November 2020,Net Electricity Production,Other Renewables,0,GWh
Netherlands,November 2020,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2673.9626,GWh
Belgium,October 2020,Net Electricity Production,Nuclear,2525.5408,GWh
Belgium,October 2020,Net Electricity Production,Total Combustible Fuels,2551.1815,GWh
Belgium,October 2020,Net Electricity Production,"Coal, Peat and Manufactured Gases",108.4126,GWh
Belgium,October 2020,Net Electricity Production,Oil and Petroleum Products,13.2829,GWh
Belgium,October 2020,Net Electricity Production,Natural Gas,2057.7895,GWh
Belgium,October 2020,Net Electricity Production,Combustible Renewables,267.6755,GWh
Belgium,October 2020,Net Electricity Production,Other Combustible Non-Renewables,104.0211,GWh
Belgium,October 2020,Net Electricity Production,Hydro,103.9924,GWh
Belgium,October 2020,Net Electricity Production,Wind,1532.0072,GWh
Belgium,October 2020,Net Electricity Production,Solar,214.5256,GWh
Belgium,October 2020,Net Electricity Production,Geothermal,0,GWh
Belgium,October 2020,Net Electricity Production,Other Renewables,0,GWh
Belgium,October 2020,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2118.2008,GWh
Luxembourg,October 2020,Net Electricity Production,Nuclear,0,GWh
Luxembourg,October 2020,Net Electricity Production,Total Combustible Fuels,49.7868,GWh
Luxembourg,October 2020,Net Electricity Production,"Coal, Peat and Manufactured Gases",0,GWh
Luxembourg,October 2020,Net Electricity Production,Oil and Petroleum Products,0,GWh
Luxembourg,October 2020,Net Electricity Production,Natural Gas,13.4042,GWh
Luxembourg,October 2020,Net Electricity Production,Combustible Renewables,32.8701,GWh
Luxembourg,October 2020,Net Electricity Production,Other Combustible Non-Renewables,3.5125,GWh
Luxembourg,October 2020,Net Electricity Production,Hydro,101.9055,GWh
Luxembourg,October 2020,Net Electricity Production,Wind,25.3312,GWh
Luxembourg,October 2020,Net Electricity Production,Solar,8.8344,GWh
Luxembourg,October 2020,Net Electricity Production,Geothermal,0,GWh
Luxembourg,October 2020,Net Electricity Production,Other Renewables,0,GWh
Luxembourg,October 2020,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",168.9411,GWh
Netherlands,October 2020,Net Electricity Production,Nuclear,354.2552,GWh
Netherlands,October 2020,Net Electricity Production,Total Combustible Fuels,7536.0965,GWh
Netherlands,October 2020,Net Electricity Production,"Coal, Peat and Manufactured Gases",1114.0709,GWh
Netherlands,October 2020,Net Electricity Production,Oil and Petroleum Products,94.3523,GWh
Netherlands,October 2020,Net Electricity Production,Natural Gas,5386.986,GWh
Netherlands,October 2020,Net Electricity Production,Combustible Renewables,788.5886,GWh
Netherlands,October 2020,Net Electricity Production,Other Combustible Non-Renewables,152.0987,GWh
Netherlands,October 2020,Net Electricity Production,Hydro,2.6655,GWh
Netherlands,October 2020,Net Electricity Production,Wind,1928.7251,GWh
Netherlands,October 2020,Net Electricity Production,Solar,355.8779,GWh
Netherlands,October 2020,Net Electricity Production,Geothermal,0,GWh
Netherlands,October 2020,Net Electricity Production,Other Renewables,0,GWh
Netherlands,October 2020,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3075.8572,GWh
Belgium,September 2020,Net Electricity Production,Nuclear,2569.7294,GWh
Belgium,September 2020,Net Electricity Production,Total Combustible Fuels,2813.6004,GWh
Belgium,September 2020,Net Electricity Production,"Coal, Peat and Manufactured Gases",121.9472,GWh
Belgium,September 2020,Net Electricity Production,Oil and Petroleum Products,12.5316,GWh
Belgium,September 2020,Net Electricity Production,Natural Gas,2180.81,GWh
Belgium,September 2020,Net Electricity Production,Combustible Renewables,409.924,GWh
Belgium,September 2020,Net Electricity Production,Other Combustible Non-Renewables,88.3876,GWh
Belgium,September 2020,Net Electricity Production,Hydro,97.4385,GWh
Belgium,September 2020,Net Electricity Production,Wind,752.7941,GWh
Belgium,September 2020,Net Electricity Production,Solar,472.581,GWh
Belgium,September 2020,Net Electricity Production,Geothermal,0,GWh
Belgium,September 2020,Net Electricity Production,Other Renewables,0,GWh
Belgium,September 2020,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1732.7376,GWh
Luxembourg,September 2020,Net Electricity Production,Nuclear,0,GWh
Luxembourg,September 2020,Net Electricity Production,Total Combustible Fuels,40.7155,GWh
Luxembourg,September 2020,Net Electricity Production,"Coal, Peat and Manufactured Gases",0,GWh
Luxembourg,September 2020,Net Electricity Production,Oil and Petroleum Products,0,GWh
Luxembourg,September 2020,Net Electricity Production,Natural Gas,9.373,GWh
Luxembourg,September 2020,Net Electricity Production,Combustible Renewables,28.8341,GWh
Luxembourg,September 2020,Net Electricity Production,Other Combustible Non-Renewables,2.5084,GWh
Luxembourg,September 2020,Net Electricity Production,Hydro,97.51,GWh
Luxembourg,September 2020,Net Electricity Production,Wind,16.7758,GWh
Luxembourg,September 2020,Net Electricity Production,Solar,15.7747,GWh
Luxembourg,September 2020,Net Electricity Production,Geothermal,0,GWh
Luxembourg,September 2020,Net Electricity Production,Other Renewables,0,GWh
Luxembourg,September 2020,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",158.8946,GWh
Netherlands,September 2020,Net Electricity Production,Nuclear,337.2204,GWh
Netherlands,September 2020,Net Electricity Production,Total Combustible Fuels,7776.2811,GWh
Netherlands,September 2020,Net Electricity Production,"Coal, Peat and Manufactured Gases",1171.9107,GWh
Netherlands,September 2020,Net Electricity Production,Oil and Petroleum Products,86.3989,GWh
Netherlands,September 2020,Net Electricity Production,Natural Gas,5642.6457,GWh
Netherlands,September 2020,Net Electricity Production,Combustible Renewables,721.341,GWh
Netherlands,September 2020,Net Electricity Production,Other Combustible Non-Renewables,153.9849,GWh
Netherlands,September 2020,Net Electricity Production,Hydro,0.6704,GWh
Netherlands,September 2020,Net Electricity Production,Wind,970.8023,GWh
Netherlands,September 2020,Net Electricity Production,Solar,802.0536,GWh
Netherlands,September 2020,Net Electricity Production,Geothermal,0,GWh
Netherlands,September 2020,Net Electricity Production,Other Renewables,0,GWh
