Country,Time,Balance,Product,Value,Unit
Luxembourg,April 2023,Net Electricity Production,Natural Gas,7.2124,GWh
Luxembourg,April 2023,Net Electricity Production,Combustible Renewables,17.1557,GWh
Luxembourg,April 2023,Net Electricity Production,Other Combustible Non-Renewables,4.1522,GWh
Luxembourg,April 2023,Net Electricity Production,Hydro,96.5636,GWh
Luxembourg,April 2023,Net Electricity Production,Wind,34.7879,GWh
Luxembourg,April 2023,Net Electricity Production,Solar,24.116,GWh
Luxembourg,April 2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",172.6232,GWh
Netherlands,April 2023,Net Electricity Production,Total Combustible Fuels,5483.4228,GWh
Netherlands,April 2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",1070.779,GWh
Netherlands,April 2023,Net Electricity Production,Oil and Petroleum Products,158.89,GWh
Netherlands,April 2023,Net Electricity Production,Natural Gas,3352.8234,GWh
Netherlands,April 2023,Net Electricity Production,Combustible Renewables,761.4991,GWh
Netherlands,April 2023,Net Electricity Production,Other Combustible Non-Renewables,139.4313,GWh
Netherlands,April 2023,Net Electricity Production,Hydro,11.2584,GWh
Netherlands,April 2023,Net Electricity Production,Wind,1929.2822,GWh
Netherlands,April 2023,Net Electricity Production,Solar,2088.4253,GWh
Netherlands,April 2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4790.4649,GWh
Belgium,March 2023,Net Electricity Production,Nuclear,2737.0263,GWh
Belgium,March 2023,Net Electricity Production,Total Combustible Fuels,2365.1697,GWh
Belgium,March 2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",221.2027,GWh
Belgium,March 2023,Net Electricity Production,Oil and Petroleum Products,9.1051,GWh
Belgium,March 2023,Net Electricity Production,Natural Gas,1803.8767,GWh
Belgium,March 2023,Net Electricity Production,Combustible Renewables,252.9742,GWh
Belgium,March 2023,Net Electricity Production,Other Combustible Non-Renewables,78.011,GWh
Belgium,March 2023,Net Electricity Production,Hydro,181.0006,GWh
Belgium,March 2023,Net Electricity Production,Wind,1539.9595,GWh
Belgium,March 2023,Net Electricity Production,Solar,489.0317,GWh
Belgium,March 2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2462.966,GWh
Luxembourg,March 2023,Net Electricity Production,Total Combustible Fuels,33.8761,GWh
Luxembourg,March 2023,Net Electricity Production,Natural Gas,9.685,GWh
Luxembourg,March 2023,Net Electricity Production,Combustible Renewables,19.012,GWh
Luxembourg,March 2023,Net Electricity Production,Other Combustible Non-Renewables,5.1791,GWh
Luxembourg,March 2023,Net Electricity Production,Hydro,106.529,GWh
Luxembourg,March 2023,Net Electricity Production,Wind,52.8534,GWh
Luxembourg,March 2023,Net Electricity Production,Solar,15.8328,GWh
Luxembourg,March 2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",194.2272,GWh
Netherlands,March 2023,Net Electricity Production,Nuclear,345.891,GWh
Netherlands,March 2023,Net Electricity Production,Total Combustible Fuels,6238.5325,GWh
Netherlands,March 2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",1355.7739,GWh
Netherlands,March 2023,Net Electricity Production,Oil and Petroleum Products,96.4601,GWh
Netherlands,March 2023,Net Electricity Production,Natural Gas,3983.3781,GWh
Netherlands,March 2023,Net Electricity Production,Combustible Renewables,657.7527,GWh
Netherlands,March 2023,Net Electricity Production,Other Combustible Non-Renewables,145.1678,GWh
Netherlands,March 2023,Net Electricity Production,Hydro,13.0055,GWh
Netherlands,March 2023,Net Electricity Production,Wind,2773.0022,GWh
Netherlands,March 2023,Net Electricity Production,Solar,1227.7605,GWh
Netherlands,March 2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4671.5209,GWh
Belgium,February 2023,Net Electricity Production,Nuclear,2650.7807,GWh
Belgium,February 2023,Net Electricity Production,Total Combustible Fuels,2798.8664,GWh
Belgium,February 2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",180.4121,GWh
Belgium,February 2023,Net Electricity Production,Oil and Petroleum Products,5.6785,GWh
Belgium,February 2023,Net Electricity Production,Natural Gas,2136.3243,GWh
Belgium,February 2023,Net Electricity Production,Combustible Renewables,389.4967,GWh
Belgium,February 2023,Net Electricity Production,Other Combustible Non-Renewables,86.9549,GWh
Belgium,February 2023,Net Electricity Production,Hydro,136.923,GWh
Belgium,February 2023,Net Electricity Production,Wind,1038.9282,GWh
Belgium,February 2023,Net Electricity Production,Solar,332.9332,GWh
Belgium,February 2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1898.2811,GWh
Luxembourg,February 2023,Net Electricity Production,Total Combustible Fuels,30.7794,GWh
Luxembourg,February 2023,Net Electricity Production,Natural Gas,9.4478,GWh
Luxembourg,February 2023,Net Electricity Production,Combustible Renewables,16.9391,GWh
Luxembourg,February 2023,Net Electricity Production,Other Combustible Non-Renewables,4.3925,GWh
Luxembourg,February 2023,Net Electricity Production,Hydro,78.7627,GWh
Luxembourg,February 2023,Net Electricity Production,Wind,37.9078,GWh
Luxembourg,February 2023,Net Electricity Production,Solar,9.199,GWh
Luxembourg,February 2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",142.8086,GWh
Netherlands,February 2023,Net Electricity Production,Nuclear,326.129,GWh
Netherlands,February 2023,Net Electricity Production,Total Combustible Fuels,6635.0251,GWh
Netherlands,February 2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",1493.5932,GWh
Netherlands,February 2023,Net Electricity Production,Oil and Petroleum Products,124.4684,GWh
Netherlands,February 2023,Net Electricity Production,Natural Gas,4096.0617,GWh
Netherlands,February 2023,Net Electricity Production,Combustible Renewables,786.641,GWh
Netherlands,February 2023,Net Electricity Production,Other Combustible Non-Renewables,134.2608,GWh
Netherlands,February 2023,Net Electricity Production,Hydro,10.4873,GWh
Netherlands,February 2023,Net Electricity Production,Wind,2067.5932,GWh
Netherlands,February 2023,Net Electricity Production,Solar,698.389,GWh
Netherlands,February 2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3563.1105,GWh
Belgium,January 2023,Net Electricity Production,Nuclear,3655.1175,GWh
Belgium,January 2023,Net Electricity Production,Total Combustible Fuels,2600.2386,GWh
Belgium,January 2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",226.7188,GWh
Belgium,January 2023,Net Electricity Production,Oil and Petroleum Products,5.8472,GWh
Belgium,January 2023,Net Electricity Production,Natural Gas,1892.5443,GWh
Belgium,January 2023,Net Electricity Production,Combustible Renewables,385.0101,GWh
Belgium,January 2023,Net Electricity Production,Other Combustible Non-Renewables,90.1182,GWh
Belgium,January 2023,Net Electricity Production,Hydro,177.1131,GWh
Belgium,January 2023,Net Electricity Production,Wind,1812.3166,GWh
Belgium,January 2023,Net Electricity Production,Solar,130.1509,GWh
Belgium,January 2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2504.5907,GWh
Luxembourg,January 2023,Net Electricity Production,Total Combustible Fuels,36.8849,GWh
Luxembourg,January 2023,Net Electricity Production,Natural Gas,10.4918,GWh
Luxembourg,January 2023,Net Electricity Production,Combustible Renewables,19.9657,GWh
Luxembourg,January 2023,Net Electricity Production,Other Combustible Non-Renewables,6.4274,GWh
Luxembourg,January 2023,Net Electricity Production,Hydro,97.044,GWh
Luxembourg,January 2023,Net Electricity Production,Wind,47.9356,GWh
Luxembourg,January 2023,Net Electricity Production,Solar,2.6143,GWh
Luxembourg,January 2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",167.5596,GWh
Netherlands,January 2023,Net Electricity Production,Nuclear,361.375,GWh
Netherlands,January 2023,Net Electricity Production,Total Combustible Fuels,6211.5953,GWh
Netherlands,January 2023,Net Electricity Production,"Coal, Peat and Manufactured Gases",1448.0706,GWh
Netherlands,January 2023,Net Electricity Production,Oil and Petroleum Products,131.7364,GWh
Netherlands,January 2023,Net Electricity Production,Natural Gas,3695.9458,GWh
Netherlands,January 2023,Net Electricity Production,Combustible Renewables,795.0816,GWh
Netherlands,January 2023,Net Electricity Production,Other Combustible Non-Renewables,140.7609,GWh
Netherlands,January 2023,Net Electricity Production,Hydro,12.3879,GWh
Netherlands,January 2023,Net Electricity Production,Wind,3172.3477,GWh
Netherlands,January 2023,Net Electricity Production,Solar,347.2861,GWh
Netherlands,January 2023,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4327.1034,GWh
Belgium,December 2022,Net Electricity Production,Nuclear,3385.2923,GWh
Belgium,December 2022,Net Electricity Production,Total Combustible Fuels,2942.2265,GWh
Belgium,December 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",245.1757,GWh
Belgium,December 2022,Net Electricity Production,Oil and Petroleum Products,14.5934,GWh
Belgium,December 2022,Net Electricity Production,Natural Gas,2219.2506,GWh
Belgium,December 2022,Net Electricity Production,Combustible Renewables,360.8564,GWh
Belgium,December 2022,Net Electricity Production,Other Combustible Non-Renewables,102.3504,GWh
Belgium,December 2022,Net Electricity Production,Hydro,140.9289,GWh
Belgium,December 2022,Net Electricity Production,Wind,1267.5054,GWh
Belgium,December 2022,Net Electricity Production,Solar,101.8075,GWh
Belgium,December 2022,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1871.0981,GWh
Luxembourg,December 2022,Net Electricity Production,Total Combustible Fuels,40.1323,GWh
Luxembourg,December 2022,Net Electricity Production,Natural Gas,10.1862,GWh
Luxembourg,December 2022,Net Electricity Production,Combustible Renewables,23.7577,GWh
Luxembourg,December 2022,Net Electricity Production,Other Combustible Non-Renewables,6.1883,GWh
Luxembourg,December 2022,Net Electricity Production,Hydro,89.8059,GWh
Luxembourg,December 2022,Net Electricity Production,Wind,37.3771,GWh
Luxembourg,December 2022,Net Electricity Production,Solar,3.4628,GWh
Luxembourg,December 2022,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",154.4035,GWh
Netherlands,December 2022,Net Electricity Production,Nuclear,360.705,GWh
Netherlands,December 2022,Net Electricity Production,Total Combustible Fuels,7809.5949,GWh
Netherlands,December 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",1710.4438,GWh
Netherlands,December 2022,Net Electricity Production,Oil and Petroleum Products,143.4445,GWh
Netherlands,December 2022,Net Electricity Production,Natural Gas,5008.7394,GWh
Netherlands,December 2022,Net Electricity Production,Combustible Renewables,798.4579,GWh
Netherlands,December 2022,Net Electricity Production,Other Combustible Non-Renewables,148.5093,GWh
Netherlands,December 2022,Net Electricity Production,Hydro,2.2675,GWh
Netherlands,December 2022,Net Electricity Production,Wind,2238.0219,GWh
Netherlands,December 2022,Net Electricity Production,Solar,293.4145,GWh
Netherlands,December 2022,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3332.1619,GWh
Belgium,November 2022,Net Electricity Production,Nuclear,3490.907,GWh
Belgium,November 2022,Net Electricity Production,Total Combustible Fuels,2144.9909,GWh
Belgium,November 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",205.0096,GWh
Belgium,November 2022,Net Electricity Production,Oil and Petroleum Products,9.6646,GWh
Belgium,November 2022,Net Electricity Production,Natural Gas,1474.9295,GWh
Belgium,November 2022,Net Electricity Production,Combustible Renewables,352.9333,GWh
Belgium,November 2022,Net Electricity Production,Other Combustible Non-Renewables,102.4539,GWh
Belgium,November 2022,Net Electricity Production,Hydro,125.1659,GWh
Belgium,November 2022,Net Electricity Production,Wind,1579.0986,GWh
Belgium,November 2022,Net Electricity Production,Solar,211.1609,GWh
Belgium,November 2022,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2268.3587,GWh
Luxembourg,November 2022,Net Electricity Production,Total Combustible Fuels,36.3596,GWh
Luxembourg,November 2022,Net Electricity Production,Natural Gas,9.3235,GWh
Luxembourg,November 2022,Net Electricity Production,Combustible Renewables,20.5204,GWh
Luxembourg,November 2022,Net Electricity Production,Other Combustible Non-Renewables,6.5157,GWh
Luxembourg,November 2022,Net Electricity Production,Hydro,99.8876,GWh
Luxembourg,November 2022,Net Electricity Production,Wind,36.0839,GWh
Luxembourg,November 2022,Net Electricity Production,Solar,7.1341,GWh
Luxembourg,November 2022,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",163.6261,GWh
Netherlands,November 2022,Net Electricity Production,Nuclear,346.468,GWh
Netherlands,November 2022,Net Electricity Production,Total Combustible Fuels,5444.0467,GWh
Netherlands,November 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",1244.7475,GWh
Netherlands,November 2022,Net Electricity Production,Oil and Petroleum Products,107.5013,GWh
Netherlands,November 2022,Net Electricity Production,Natural Gas,3155.0338,GWh
Netherlands,November 2022,Net Electricity Production,Combustible Renewables,795.4579,GWh
Netherlands,November 2022,Net Electricity Production,Other Combustible Non-Renewables,141.3063,GWh
Netherlands,November 2022,Net Electricity Production,Hydro,1.2141,GWh
Netherlands,November 2022,Net Electricity Production,Wind,2655.5939,GWh
Netherlands,November 2022,Net Electricity Production,Solar,489.6003,GWh
Netherlands,November 2022,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3941.8662,GWh
Belgium,October 2022,Net Electricity Production,Nuclear,3203.8481,GWh
Belgium,October 2022,Net Electricity Production,Total Combustible Fuels,2723.7141,GWh
Belgium,October 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",231.3879,GWh
Belgium,October 2022,Net Electricity Production,Oil and Petroleum Products,14.2239,GWh
Belgium,October 2022,Net Electricity Production,Natural Gas,2014.0548,GWh
Belgium,October 2022,Net Electricity Production,Combustible Renewables,363.9133,GWh
Belgium,October 2022,Net Electricity Production,Other Combustible Non-Renewables,100.1343,GWh
Belgium,October 2022,Net Electricity Production,Hydro,131.4382,GWh
Belgium,October 2022,Net Electricity Production,Wind,1135.3748,GWh
Belgium,October 2022,Net Electricity Production,Solar,455.5418,GWh
Belgium,October 2022,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2086.2681,GWh
Luxembourg,October 2022,Net Electricity Production,Total Combustible Fuels,42.0611,GWh
Luxembourg,October 2022,Net Electricity Production,Natural Gas,7.1382,GWh
Luxembourg,October 2022,Net Electricity Production,Combustible Renewables,30.6282,GWh
Luxembourg,October 2022,Net Electricity Production,Other Combustible Non-Renewables,4.2947,GWh
Luxembourg,October 2022,Net Electricity Production,Hydro,100.3404,GWh
Luxembourg,October 2022,Net Electricity Production,Wind,30.5172,GWh
Luxembourg,October 2022,Net Electricity Production,Solar,9.1178,GWh
Luxembourg,October 2022,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",170.6036,GWh
Netherlands,October 2022,Net Electricity Production,Nuclear,354.712,GWh
Netherlands,October 2022,Net Electricity Production,Total Combustible Fuels,6019.3202,GWh
Netherlands,October 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",1275.2551,GWh
Netherlands,October 2022,Net Electricity Production,Oil and Petroleum Products,107.2117,GWh
Netherlands,October 2022,Net Electricity Production,Natural Gas,3974.8315,GWh
Netherlands,October 2022,Net Electricity Production,Combustible Renewables,508.4839,GWh
Netherlands,October 2022,Net Electricity Production,Other Combustible Non-Renewables,153.538,GWh
Netherlands,October 2022,Net Electricity Production,Hydro,0.6695,GWh
Netherlands,October 2022,Net Electricity Production,Wind,2030.0687,GWh
Netherlands,October 2022,Net Electricity Production,Solar,975.1469,GWh
Netherlands,October 2022,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3514.3689,GWh
Belgium,September 2022,Net Electricity Production,Nuclear,3522.7079,GWh
Belgium,September 2022,Net Electricity Production,Total Combustible Fuels,2616.2523,GWh
Belgium,September 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",205.0441,GWh
Belgium,September 2022,Net Electricity Production,Oil and Petroleum Products,15.68,GWh
Belgium,September 2022,Net Electricity Production,Natural Gas,1932.0817,GWh
Belgium,September 2022,Net Electricity Production,Combustible Renewables,371.1792,GWh
Belgium,September 2022,Net Electricity Production,Other Combustible Non-Renewables,92.2672,GWh
Belgium,September 2022,Net Electricity Production,Hydro,114.9618,GWh
Belgium,September 2022,Net Electricity Production,Wind,720.0606,GWh
Belgium,September 2022,Net Electricity Production,Solar,580.8384,GWh
Belgium,September 2022,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1787.0401,GWh
Luxembourg,September 2022,Net Electricity Production,Total Combustible Fuels,36.2428,GWh
Luxembourg,September 2022,Net Electricity Production,Natural Gas,5.1958,GWh
Luxembourg,September 2022,Net Electricity Production,Combustible Renewables,27.8487,GWh
Luxembourg,September 2022,Net Electricity Production,Other Combustible Non-Renewables,3.1984,GWh
Luxembourg,September 2022,Net Electricity Production,Hydro,105.1038,GWh
Luxembourg,September 2022,Net Electricity Production,Wind,18.6905,GWh
Luxembourg,September 2022,Net Electricity Production,Solar,19.8354,GWh
Luxembourg,September 2022,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",171.4784,GWh
Netherlands,September 2022,Net Electricity Production,Nuclear,338.106,GWh
Netherlands,September 2022,Net Electricity Production,Total Combustible Fuels,6178.9742,GWh
Netherlands,September 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",1942.7447,GWh
Netherlands,September 2022,Net Electricity Production,Oil and Petroleum Products,133.7153,GWh
Netherlands,September 2022,Net Electricity Production,Natural Gas,3173.1269,GWh
Netherlands,September 2022,Net Electricity Production,Combustible Renewables,771.629,GWh
Netherlands,September 2022,Net Electricity Production,Other Combustible Non-Renewables,157.7583,GWh
Netherlands,September 2022,Net Electricity Production,Hydro,0.8154,GWh
Netherlands,September 2022,Net Electricity Production,Wind,1335.703,GWh
Netherlands,September 2022,Net Electricity Production,Solar,1531.3397,GWh
Netherlands,September 2022,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",3639.4871,GWh
Belgium,August 2022,Net Electricity Production,Nuclear,3310.2145,GWh
Belgium,August 2022,Net Electricity Production,Total Combustible Fuels,3037.1557,GWh
Belgium,August 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",224.3179,GWh
Belgium,August 2022,Net Electricity Production,Oil and Petroleum Products,36.2879,GWh
Belgium,August 2022,Net Electricity Production,Natural Gas,2276.5838,GWh
Belgium,August 2022,Net Electricity Production,Combustible Renewables,398.5685,GWh
Belgium,August 2022,Net Electricity Production,Other Combustible Non-Renewables,101.3976,GWh
Belgium,August 2022,Net Electricity Production,Hydro,102.7127,GWh
Belgium,August 2022,Net Electricity Production,Wind,481.6417,GWh
Belgium,August 2022,Net Electricity Production,Solar,925.4451,GWh
Belgium,August 2022,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1908.368,GWh
Luxembourg,August 2022,Net Electricity Production,Total Combustible Fuels,38.29,GWh
Luxembourg,August 2022,Net Electricity Production,Natural Gas,3.5647,GWh
Luxembourg,August 2022,Net Electricity Production,Combustible Renewables,28.9444,GWh
Luxembourg,August 2022,Net Electricity Production,Other Combustible Non-Renewables,5.7809,GWh
Luxembourg,August 2022,Net Electricity Production,Hydro,80.8178,GWh
Luxembourg,August 2022,Net Electricity Production,Wind,15.9705,GWh
Luxembourg,August 2022,Net Electricity Production,Solar,27.4589,GWh
Luxembourg,August 2022,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",153.1916,GWh
Netherlands,August 2022,Net Electricity Production,Nuclear,344.779,GWh
Netherlands,August 2022,Net Electricity Production,Total Combustible Fuels,6494.3284,GWh
Netherlands,August 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",1614.2187,GWh
Netherlands,August 2022,Net Electricity Production,Oil and Petroleum Products,148.1673,GWh
Netherlands,August 2022,Net Electricity Production,Natural Gas,3668.7683,GWh
Netherlands,August 2022,Net Electricity Production,Combustible Renewables,874.7782,GWh
Netherlands,August 2022,Net Electricity Production,Other Combustible Non-Renewables,188.3958,GWh
Netherlands,August 2022,Net Electricity Production,Hydro,0.0751,GWh
Netherlands,August 2022,Net Electricity Production,Wind,878.6064,GWh
Netherlands,August 2022,Net Electricity Production,Solar,2449.298,GWh
Netherlands,August 2022,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",4202.7577,GWh
Belgium,July 2022,Net Electricity Production,Nuclear,2762.3053,GWh
Belgium,July 2022,Net Electricity Production,Total Combustible Fuels,2658.0981,GWh
Belgium,July 2022,Net Electricity Production,"Coal, Peat and Manufactured Gases",216.9747,GWh
Belgium,July 2022,Net Electricity Production,Oil and Petroleum Products,22.5553,GWh
Belgium,July 2022,Net Electricity Production,Natural Gas,1901.5263,GWh
Belgium,July 2022,Net Electricity Production,Combustible Renewables,425.0475,GWh
Belgium,July 2022,Net Electricity Production,Other Combustible Non-Renewables,91.9943,GWh
Belgium,July 2022,Net Electricity Production,Hydro,132.8945,GWh
Belgium,July 2022,Net Electricity Production,Wind,484.766,GWh
Belgium,July 2022,Net Electricity Production,Solar,999.3721,GWh
Belgium,July 2022,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2042.0802,GWh
Luxembourg,July 2022,Net Electricity Production,Total Combustible Fuels,42.093,GWh
Luxembourg,July 2022,Net Electricity Production,Natural Gas,4.1798,GWh
Luxembourg,July 2022,Net Electricity Production,Combustible Renewables,32.0641,GWh
Luxembourg,July 2022,Net Electricity Production,Other Combustible Non-Renewables,5.8492,GWh
Luxembourg,July 2022,Net Electricity Production,Hydro,103.2864,GWh
Luxembourg,July 2022,Net Electricity Production,Wind,14.313,GWh
Luxembourg,July 2022,Net Electricity Production,Solar,33.307,GWh
Luxembourg,July 2022,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",182.9705,GWh
Netherlands,July 2022,Net Electricity Production,Nuclear,347.457,GWh
Netherlands,July 2022,Net Electricity Production,Total Combustible Fuels,6149.9039,GWh
