Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Mining support service activities,Units,30.31551684,25.98152425,31.21878122,63.78551694,82.00418221,62.32471175,44.42264978,78.14349988,80.87647529,72.88193127,52.73102027,45.23634955,38.51627476,24.04325972,20.61360245,29.19114658,25.19701925,23.43821342,20.3278325,20.11348952,23.29877349,30.38287166,41.39013773,39.30312535
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Motor vehicles, trailers and semi-trailers",Units,26.51662139,25.47817739,24.84852611,20.16271167,18.53966548,22.21755187,22.63627964,21.25144046,16.53244492,13.31979518,12.82491698,10.77052323,8.409386646,8.664669204,12.38850347,12.1124031,7.39849268,8.841941455,9.260150087,8.411807118,9.383881173,6.581477209,5.845159831,5.249714799
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other non-metallic mineral products,Units,293.1554709,312.4193548,347.6077914,332.2570753,337.4299267,371.9925483,372.8813559,312.0810662,269.4503008,243.0884339,239.2599704,214.9785296,193.7819175,170.659394,182.7312732,214.9400006,169.0930133,184.46124,166.2073717,176.7503065,218.4771282,216.6157418,203.8435465,185.3078327
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other service activities,Units,27.16960627,30.69481909,28.76549155,26.60406886,25.09174904,26.56941259,27.40827364,24.45585718,20.92906866,19.33484884,17.44885207,16.65531077,13.34760602,12.42982451,12.89817775,14.72809906,11.80055304,13.21071408,12.71541316,10.72314996,13.14332655,12.80105206,12.49715974,11.09393698
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Other transport equipment,Units,26.45169417,26.50460484,26.08110382,20.63665259,18.85971275,22.90734652,22.00045362,20.36130486,16.39436938,13.65327508,12.49916672,10.96809575,8.144910578,8.46960087,12.22120379,11.931239,7.40882367,7.936037903,8.524505255,8.076058066,8.977190848,8.665287118,7.361748852,6.655879552
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Paper products and printing,Units,78.9642511,89.88587844,103.3567002,100.7093647,102.0887583,101.0819801,97.47952056,100.3470586,81.07827429,72.85839953,76.12576375,72.50720238,57.84291979,49.33873921,51.30433655,58.22220126,48.3106962,54.1233844,53.84297202,50.38858997,71.02558496,72.06908872,71.84235363,58.49683616
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Pharmaceuticals, medicinal chemical and botanical products",Units,322.3784365,347.2936031,314.758199,295.380725,332.306796,305.9599133,314.5389242,310.7893979,265.7685242,219.0060386,199.9913611,198.7419606,179.4107122,151.8024345,185.5518327,186.7227855,138.3423512,155.4205861,160.8988764,162.2879274,205.8580794,232.8866945,204.6191556,178.3605008
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Postal and courier activities,Units,36.56686959,37.88662995,41.65338917,39.39921637,37.8442154,41.26213592,39.95475004,34.8471223,29.55267167,26.37138936,24.81691813,23.54651163,18.34104001,17.5263796,16.07501674,18.0341329,14.93858581,17.43784011,16.68440583,13.57330944,15.71503405,14.29796969,14.1029369,12.67258054
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Professional, scientific and technical activities",Units,21.88727681,24.94199124,23.77303774,21.58727209,19.23315442,20.94565285,21.27844074,18.62579191,16.04957243,15.26099414,13.57154055,12.79832978,10.04043525,9.685097961,10.0173933,11.58105164,8.934370319,10.3823857,9.912247456,7.839635978,9.836398996,11.00915498,10.47012084,9.412745604
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Public administration and defence; compulsory social security,Units,22.38848268,25.62809937,24.5420594,22.32779316,21.11309687,23.00523261,22.76133404,20.04711862,17.50261153,16.69409599,15.10439324,14.04907586,11.28920248,10.79925485,10.88781966,12.82675398,10.1321539,11.48660333,10.92345777,8.694851727,10.7622229,10.3678371,9.84935656,8.823146951
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Publishing, audiovisual and broadcasting activities",Units,19.68142604,22.86477408,20.88351639,19.40355169,17.47022825,18.4574968,18.78607781,16.32123539,14.00584441,13.60901907,12.12111972,11.47113702,9.031585107,8.701301023,8.991212239,10.43266998,7.78891355,9.278500717,8.873518236,6.764679354,8.750663472,8.917687817,8.344611039,7.538195769
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Real estate activities,Units,20.4162387,23.28022253,22.0080275,19.98435088,18.1000904,19.27252986,19.76205329,17.09883728,14.80454495,14.14042679,12.51374418,11.92831122,9.449282312,9.031939417,9.536298751,11.07360821,8.356673324,9.924216946,9.500744614,7.398445861,9.296772447,9.761395095,9.309662654,8.335041082
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Rubber and plastics products,Units,26.63309283,27.8589157,27.49854312,26.08530413,27.38483543,29.73240833,30.77578198,28.44975349,22.58428779,20.80288607,19.91297293,24.83186756,17.21718534,18.7175237,16.3491375,17.88197894,18.61788463,19.52386307,17.52873842,14.85634198,17.1001223,19.52701237,19.00443758,17.7768864
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Telecommunications,Units,19.26607584,22.01732327,21.4888052,19.12565829,16.81158097,18.22924172,18.59684241,16.00063549,13.81297056,13.54748841,12.03117867,11.35498577,8.926040286,8.557480256,8.928834661,10.42623878,7.765340838,9.198886601,8.89319694,6.799680463,8.699612313,8.458994437,7.919944965,7.128624935
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Textiles, textile products, leather and footwear",Units,80.16073149,77.61966365,99.05695775,99.21595199,83.24924319,106.3589686,91.88130743,86.03729261,73.95962615,62.89462693,54.1288712,46.63175264,40.92911161,39.11871415,41.96471149,47.02495202,35.40812523,41.62963656,39.45215306,30.46853841,39.10198436,38.48538072,36.68789809,26.61282922
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Warehousing and support activities for transportation,Units,30.48721285,33.42634577,34.03165881,30.31779008,28.21844868,30.79047139,30.39415398,27.58755625,23.25251442,22.0187815,21.53616632,21.05777832,17.78244135,17.83756812,17.07836682,20.16835818,16.02454565,18.10823182,18.56348903,16.22083198,19.48046785,20.19264337,18.53009302,16.40088297
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Water supply; sewerage, waste management and remediation activities",Units,37.52819476,43.75674971,44.69790382,41.43696177,37.6894991,39.68605496,39.13794856,35.65416985,30.08049882,27.41633666,25.95399952,25.07429421,20.57781041,18.94998447,18.99728128,20.80016435,17.02652867,19.30501931,18.93792997,15.45432721,18.51490937,14.63512957,14.10148148,12.77590314
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Water transport,Units,2460.639475,2587.991306,2591.130385,2346.768789,2570.031213,3014.683421,3052.3071,2840.111026,2206.91433,2144.954241,2090.615386,2248.919702,1957.389879,1746.03453,1816.431126,1842.679177,1747.970227,1643.48484,1605.22636,1565.720845,1517.846884,1538.02576,1391.059422,1248.221446
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Wholesale and retail trade; repair of motor vehicles,Units,28.58655976,33.30114223,32.36573755,29.34947809,26.83985136,30.12523282,29.57734498,26.58674577,22.43649827,21.10689872,20.08975909,19.42283183,15.42192075,14.67924978,14.29176036,16.50870071,13.03117093,14.34444293,13.68137316,11.39523607,13.71949682,13.5294402,13.28314066,11.64727355
"Netherlands, The",NL,NLD,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Wood and products of wood and cork,Units,22.19416064,25.97709293,25.22337651,26.78178838,31.25385533,48.4979119,23.67128182,26.89256421,20.42028663,18.44957665,17.73105785,14.37540339,10.16973777,9.802392675,16.31188321,17.65093041,17.83639164,18.96974652,17.32101617,20.00571592,20.13050118,19.96767139,10.66282421,10.65124772
"Netherlands, The",NL,NLD,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Accomodation and food services,Units,179.0811401,187.1422444,197.1603425,187.0956338,170.6397819,186.7390362,195.3770322,172.5812295,147.1111146,134.8057522,124.6947694,119.6346247,106.8319766,98.919098,106.7197543,110.1522576,89.0313904,89.34831043,85.68355447,83.61635616,95.32361235,88.89832126,80.03309486,68.66730509
"Netherlands, The",NL,NLD,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Netherlands, The",NL,NLD,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Administrative and support services,Units,108.4020855,110.7412939,122.1236533,113.905162,108.9733895,122.983299,117.8655895,111.8061011,92.295714,84.88707717,77.39169533,72.2683178,59.52135324,60.2111526,58.7947567,63.34168397,54.97172315,55.58840781,51.65846521,47.31080084,50.34010488,41.36415715,38.87653854,33.82767881
"Netherlands, The",NL,NLD,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Agriculture, hunting, forestry",Units,491.1442446,552.0011559,534.7968753,564.0564458,574.9223562,629.7991654,615.8707885,558.4538279,466.8451131,433.488599,422.7399706,348.3384519,310.6137895,282.9937992,309.8089589,339.7160123,287.7426562,295.7748915,271.2692659,255.8486995,310.3943691,306.7962345,275.1472166,272.9752028
"Netherlands, The",NL,NLD,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Air transport,Units,1727.507509,1837.596461,1901.887106,1914.365628,2042.880277,2140.270042,2230.444559,1933.932108,1695.926647,1547.574693,1448.285257,1338.79182,1208.991581,1106.662443,1317.839096,1217.605508,1181.646708,1187.853204,1104.655259,1073.498767,1239.836099,1155.283229,1058.598398,952.3938242
"Netherlands, The",NL,NLD,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Arts, entertainment and recreation",Units,195.6569375,197.9303436,210.2827625,211.2252202,194.7115207,220.3462387,221.560272,202.7871475,169.2975416,149.1171356,131.3114423,123.4876012,107.5410754,99.56633699,100.6505224,100.1299688,83.34853,83.97986173,83.59325013,83.61796547,92.63230417,118.6131364,110.7250127,94.51819854
"Netherlands, The",NL,NLD,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Basic metals,Units,1176.376031,1321.215543,1422.270142,1323.282768,1354.631976,1269.524282,1366.331591,1365.922483,1191.238908,933.7190451,818.727022,723.5659571,623.0173456,552.7664096,744.3879266,631.0135417,557.933339,659.2682305,651.5643435,636.0532298,837.6895967,821.1365655,728.5423831,649.2676221
"Netherlands, The",NL,NLD,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Chemicals and pharmaceutical products,Units,587.4756984,629.3646762,637.6219929,613.4323985,648.9535553,626.7146148,676.3853586,653.9424111,558.1663808,467.5446642,432.7536661,397.305562,356.3272783,307.5280701,376.545327,392.3759806,301.3836526,327.9731417,329.4719764,334.1195849,379.6637665,403.2175121,358.0967449,311.6049065
"Netherlands, The",NL,NLD,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Coke and refined petroleum products,Units,1088.431374,941.3568941,1010.36216,1243.828287,1077.111345,778.8020189,836.0939808,859.7359359,717.8602902,540.7230821,413.0819873,347.5940509,333.3636072,247.8724162,323.939686,271.8845575,221.306396,218.4218151,231.9496341,242.0695639,377.9913765,472.9336249,375.1315317,312.5958044
"Netherlands, The",NL,NLD,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Computer, electronic and optical products",Units,124.9894296,126.5100217,130.4206914,126.0335869,110.0152279,114.2688878,117.7880237,111.9892677,96.71028178,86.08318916,74.99000918,65.25117687,50.95137709,50.71846585,56.78301791,52.69523425,42.53684142,44.11661948,42.05258931,36.31998174,31.06246379,39.4244703,33.92473965,28.32866187
"Netherlands, The",NL,NLD,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Construction,Units,159.7384875,170.2411393,191.5021206,190.7997779,178.358071,192.5788866,190.0483477,172.0350983,143.0718779,131.3966438,124.6668222,114.8346669,102.1492677,92.72249163,97.7322948,100.2392399,89.86836878,95.16168554,95.66154256,94.62185012,103.6275174,101.804494,95.55548923,83.12634702
"Netherlands, The",NL,NLD,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Education,Units,70.52043106,73.77654076,78.25201967,75.8786755,70.23496015,74.02238862,73.94253663,69.16125108,59.02683704,54.57537163,52.56538747,48.22623777,42.04696553,38.68583863,38.92609326,42.70808305,35.69050683,37.17265174,36.05506691,34.73770068,40.04224567,43.60635062,39.8677157,33.67300456
