Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Luxembourg,LU,LUX,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Publishing, audiovisual and broadcasting activities",Units,0.732654407,0.786967813,0.892538379,0.809126952,0.790638836,14.85754239,14.09940078,12.7804601,10.12897562,8.451299387,6.57375756,6.738544474,4.738962167,4.393673111,5.256518082,6.30460236,5.121638924,5.202011444,4.762471723,3.566333809,4.289215686,4.007557108,3.495630462,4.033523058
Luxembourg,LU,LUX,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Real estate activities,Units,1.889466226,1.984520738,3.232062056,3.090553209,3.000750188,17.85349929,16.02262017,15.24264645,12.22130471,9.771986971,8.68503189,7.090941322,5.595007532,5.447032307,6.16487179,7.562683007,5.583180668,6.542480691,6.382049646,5.471623552,6.643937407,7.659007659,8.014104824,8.61399421
Luxembourg,LU,LUX,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Rubber and plastics products,Units,350.5890753,435.2726957,570.6811355,590.2306649,680.3881839,92.0510116,92.61123415,66.9447948,55.43742406,50.52886883,46.49409399,43.74502897,38.42502599,32.37348782,33.23149488,28.86228012,26.05135839,30.19378098,24.59104031,18.46345674,14.2513946,15.4246051,15.26381449,13.9683563
Luxembourg,LU,LUX,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Telecommunications,Units,1.366306873,1.093852549,1.071007818,1.81933958,1.652346332,14.79676212,13.3992128,13.10830739,10.20477584,8.113120074,6.582195162,5.408778864,3.933434191,3.983316931,4.250140061,5.018400803,3.250711093,4.241256826,4.537759394,2.980260159,4.043671654,4.199034222,4.21674046,4.616805171
Luxembourg,LU,LUX,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Textiles, textile products, leather and footwear",Units,1.259128683,1.483019428,1.493428913,2.478929103,1.231982259,100.873231,84.31952663,78.28048295,64.00167873,51.46884156,48.8637245,42.42745663,43.55641593,35.95658073,45.93766889,39.26059218,29.0676008,29.81384526,33.52769679,49.87785016,70.46834345,72.35255426,68.45762888,62.53553155
Luxembourg,LU,LUX,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Warehousing and support activities for transportation,Units,56.46173149,48.51425106,55.5247085,54.02485143,65.04065041,117.0160897,105.0525263,103.0927835,85.83690987,96.48887698,96.58919408,91.30225853,85.14851485,73.10984308,67.18721627,76.90790771,79.72322503,91.32420091,89.66416694,77.4627302,67.92992492,77.86814328,64.55234353,67.88354201
Luxembourg,LU,LUX,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Water supply; sewerage, waste management and remediation activities",Units,72.64802034,74.8502994,91.70653907,88.87171561,83.13539192,127.5846898,110.2779003,96.77419355,82.89124668,81.27802691,86.33824276,76.68344117,60,55.05238856,50.32618826,7.412898443,7.32171621,8.790436006,8.254911672,7.75073632,9.669309611,11.35933359,9.255831174,9.773578759
Luxembourg,LU,LUX,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Water transport,Units,1498.422713,1148.545176,1210.691824,1115.942029,692.4101198,877.4193548,941.1764706,1020.408163,877.0257388,1024.819856,1051.073279,1309.98703,1112.869198,1049.210771,894.6212953,886.5775136,774.586597,656.6820276,679.2318634,621.9426974,593.3250927,576.9230769,497.7375566,521.9699204
Luxembourg,LU,LUX,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Wholesale and retail trade; repair of motor vehicles,Units,12.640586,12.35702291,14.90416277,14.34622216,12.6833393,28.7974464,28.19611225,25.62093079,20.8098116,18.69049705,17.94667801,15.15174245,12.78292483,12.10854565,10.93790213,12.24811664,9.384112509,9.577317009,9.204076236,8.354374845,10.56161871,9.45185133,8.380214451,9.934830014
Luxembourg,LU,LUX,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Wood and products of wood and cork,Units,19.37984496,12.23990208,9.737098345,7.429420505,7.127583749,32.0256205,27.100271,24.75247525,24.30133657,24.05002405,23.48520432,18.0342651,14.79837218,15.7294534,13.48920863,11.96172249,19.1424196,16.92763436,25.29510961,25.33783784,20.07024586,34.43187408,22.3015165,13.73626374
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Accomodation and food services,Units,14.34734805,13.69949502,14.32761102,13.56050719,16.27061204,31.42790388,31.50325993,32.66295957,27.93210574,27.63802452,26.15477331,23.13296543,19.92924941,18.48103536,20.12908562,20.50715443,16.29766537,18.45850291,16.38925209,13.14728525,14.32506155,13.34940821,12.35555373,13.29389662
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Administrative and support services,Units,59.05928968,53.65128369,57.81252396,55.57750175,53.34358248,83.65579333,81.55146541,84.44855505,67.02919503,70.78778336,80.16188131,74.49887308,71.89331735,81.30810214,66.2437668,80.20652739,69.20905321,83.23595602,83.39354563,77.58041032,83.52037023,86.30274527,78.49024187,73.93227265
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Agriculture, hunting, forestry",Units,64.95376916,78.4828264,102.3115438,94.73909703,125.1777082,204.2408827,236.8301542,186.0299447,187.8074699,154.5779821,174.0176982,170.2825732,138.3496332,130.4591852,164.8661779,175.0919135,128.6196283,116.1721489,118.7682527,118.2168791,149.2217953,169.6863278,128.9799491,109.5372711
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Air transport,Units,1439.709364,1304.910225,1598.488564,1456.838042,1738.225995,1686.202562,1706.072206,1303.976268,1184.502057,1068.651512,982.7721796,793.7866782,832.8524938,740.8595267,869.8672041,817.7940167,712.5319013,698.5394641,639.0787912,604.1607552,724.6367196,807.4586813,827.9214175,699.9755291
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Arts, entertainment and recreation",Units,10.31052098,10.18515247,16.82606333,16.04098422,10.01621475,31.95454823,34.01870534,48.79260922,37.7570129,31.48883329,29.27089587,24.43296032,20.25646293,15.45604441,17.10255933,17.51248803,15.05021613,15.68078677,15.69913467,10.95605362,13.13037573,11.48341894,12.51013217,11.90969386
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Basic metals,Units,1020.069792,1034.926644,722.2120571,272.4834589,300.3935154,338.7483611,420.3592918,491.0089183,365.1359447,329.6147179,317.363367,299.6604021,229.5466185,181.6742877,270.2214636,243.9180992,185.5422795,198.7463955,190.4712747,184.2355095,186.7292859,174.0828155,157.2019274,159.890352
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Chemicals and pharmaceutical products,Units,216.7268742,252.3840666,190.4470805,81.52551367,94.39332165,175.7906055,180.7378194,158.839948,122.6001434,126.9101494,129.8075845,100.0707373,90.73293684,75.77290157,81.65217504,71.48144412,106.8135064,152.3925416,166.2325693,113.3966955,129.8998213,106.0705749,76.09150329,55.68962466
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Coke and refined petroleum products,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Computer, electronic and optical products",Units,35.29612274,26.14901685,22.63914409,21.07918913,18.9597194,36.2990865,43.8640675,48.99613673,35.97049993,53.15622164,51.58292689,43.59700975,36.2506469,48.56746352,53.54184613,26.40749616,35.14129205,37.52869798,28.22870306,27.07393632,29.99834403,34.92170472,30.81791058,21.36682264
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Construction,Units,99.22087902,91.01229695,94.34362518,89.16080379,86.0894898,112.144071,105.1298815,92.89227761,82.38199251,82.08992781,85.56074225,76.84478467,63.65246984,55.61393129,55.22170598,47.47915008,43.83515643,46.8084912,36.19928359,47.44529292,43.45762303,54.35064426,51.52634915,52.52290551
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Education,Units,3.505840684,3.529374484,3.676005895,3.734123666,3.925926697,18.59745603,17.41403966,18.35852329,15.81134373,12.48052212,10.63722507,9.300887505,7.425915142,6.801656991,7.563024146,9.933867971,7.263886859,12.48535553,10.61989377,6.005120256,6.729160874,6.633040015,6.569808351,6.824688476
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Electrical equipment,Units,84.93917389,64.8124183,52.31606931,30.45360046,26.01717003,77.13290102,72.35597578,92.47398706,77.15832922,78.65225182,83.97750397,81.53571556,72.14410781,64.52391255,56.09164767,52.56176438,43.68032909,47.15458479,41.02788115,45.70164948,46.56850591,48.39778027,47.88232792,56.19335901
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Electricity, gas, steam and air conditioning supply",Units,254.0997552,249.25133,275.0579184,337.3336334,380.7073687,648.7254515,939.3683344,2235.483035,1779.310758,1670.130137,1347.066551,1173.621752,905.0876843,660.6424715,978.074101,1013.203719,695.5604161,761.000161,471.9077116,447.4935185,362.4411768,230.5299138,229.0458813,165.2480199
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Fabricated metal products,Units,230.4754944,169.3670918,148.9766416,85.17929677,92.96788868,119.8354263,127.2484409,145.304858,118.4004055,125.3661801,123.5656988,116.733586,98.4041804,81.7935924,74.71438386,79.65813519,67.46016256,68.3940867,68.18980791,63.68564709,69.82309763,70.69893379,70.20259654,75.26595991
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Financial and insurance activities,Units,0.880312753,0.998577713,1.152390698,1.428153896,1.251998916,20.97112001,20.69316072,19.64027119,15.51772848,12.46319559,10.56803609,8.460195941,6.143317565,5.928084386,6.594203885,7.230910227,4.80240652,6.361092869,5.908833729,3.970898393,4.726152146,5.357646537,5.594450231,5.545186686
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Fishing and aquaculture,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Food products, beverages and tobacco",Units,50.49313074,46.92067073,56.57009493,49.46006135,54.91622776,79.78205105,91.1180443,94.34935681,65.24000823,63.89109104,57.43907837,49.7714602,43.91265157,39.82252376,31.79214726,33.62384187,38.26645001,37.17963798,31.66729075,32.55508276,33.02969436,34.90123932,37.04555541,31.62221315
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Human health and social work activities,Units,14.12409081,14.39866343,14.99464537,13.13108386,14.38673705,33.19160412,32.61804463,35.32073798,29.17613373,25.06084992,24.52669334,21.823044,17.91105422,15.33280918,15.01846901,16.56029276,11.36536655,14.30619963,11.69458514,11.22847671,13.07556619,11.87702766,11.04112067,11.59424952
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",IT and other information services,Units,11.61494246,11.16094525,9.512531971,10.29513432,9.26333241,31.02764806,29.24795476,29.79232576,23.67720989,20.72339627,20.08127486,16.20411565,12.63741198,14.14891389,13.24876908,13.07190916,9.106301906,11.44266097,11.69597067,10.61953193,12.73181266,12.39235238,12.64109826,10.88385786
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Land transport and transport via pipelines,Units,447.150142,469.5040863,542.9210445,528.2243373,561.7460161,677.432364,688.6587984,592.5580985,522.5854361,541.7398286,598.7024897,474.5331703,399.3626528,350.4946354,327.655535,299.2446185,246.37383,266.4028792,282.4557746,199.0219932,172.4010262,186.0635818,132.1989657,131.8169688
Luxembourg,LU,LUX,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Machinery and equipment n.e.c.,Units,119.2382654,94.93102843,87.24331606,60.77687219,61.75571741,83.64073643,89.89767922,101.6070434,83.11007467,85.9980627,85.79444655,75.2231613,70.91846562,56.1472973,40.96796743,60.55613087,48.73519146,52.59519439,47.84377446,42.92423736,48.08761526,52.0543399,50.5923538,58.94606266
