Country,ISO2,ISO3,Indicator,Source,Model,Scenario,Damage,Percentile,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
"Netherlands, The",NL,NLD,Potential National Income Loss from Chronic Climate Damages,,GCAM,Current Policies,Median,50,0,-0.018189808,-0.038771413,-0.063112416,-0.094633207,-0.128086446,-0.15346475,-0.175791631,-0.200885281,-0.225632088,-0.25053801,-0.284788302,-0.322748108,-0.35606827,-0.386234546,-0.41332563,-0.444697522,-0.480669303,-0.514159314,-0.539213232,-0.559489722,-0.592525146,-0.631600226,-0.667690051,-0.698350897,-0.73091085,-0.763070018,-0.799712628,-0.833487621,-0.864407535,-0.892520506,-0.910174357,-0.916683434,-0.926707086,-0.944418565,-0.96836747,-0.998187649,-1.026456751,-1.046611045,-1.068313212,-1.096179175,-1.121231087,-1.133240928,-1.148326992,-1.164380921,-1.178843212,-1.195314106,-1.221144344,-1.248434259,-1.28378174,-1.318024653,-1.347281879,-1.372283563,-1.399966249,-1.428819076,-1.445957499,-1.467859403,-1.506177366,-1.544555489,-1.586879746,-1.625220459,-1.653352874,-1.680969631,-1.709154659,-1.728792169,-1.753402204,-1.78257833,-1.809811052,-1.836467971,-1.864938951,-1.879826836,-1.894379688,-1.91813234,-1.941938823,-1.96580456,-1.989728747,-2.013710584,-2.037749274,-2.061844019,-2.085994023,-2.110198485
"Netherlands, The",NL,NLD,Potential National Income Loss from Chronic Climate Damages,,GCAM,Current Policies,Median,95,0,-0.039727127,-0.084491984,-0.130248515,-0.173173282,-0.210250828,-0.248701565,-0.285799881,-0.326305301,-0.372186238,-0.409157287,-0.440213922,-0.468820471,-0.50587946,-0.550720619,-0.599594687,-0.646939767,-0.683070461,-0.723557711,-0.76382901,-0.795921328,-0.835299155,-0.880462694,-0.919406084,-0.966363461,-1.027676124,-1.089292059,-1.143808761,-1.199099597,-1.247729657,-1.282760691,-1.321793256,-1.359396325,-1.397429887,-1.4382123,-1.48221421,-1.531634143,-1.58172667,-1.637306165,-1.693216792,-1.747520443,-1.80209143,-1.848513005,-1.890638681,-1.933062335,-1.974598649,-2.016214195,-2.069267831,-2.125209363,-2.172958749,-2.219376896,-2.270306072,-2.317522266,-2.366698435,-2.416299575,-2.463266649,-2.505910975,-2.548907108,-2.597725936,-2.644893239,-2.692141834,-2.742734438,-2.78638997,-2.829982109,-2.868556478,-2.907102854,-2.948319045,-2.990539729,-3.036270057,-3.079211322,-3.119356433,-3.160987196,-3.203834073,-3.246823631,-3.289954434,-3.333224911,-3.376633491,-3.420178603,-3.463858676,-3.507672134,-3.551617395
"Netherlands, The",NL,NLD,Potential National Income Loss from Chronic Climate Damages,,GCAM,Delayed transition,High,5,0,-0.050413027,-0.108370566,-0.172652427,-0.236235652,-0.287403918,-0.329670923,-0.372115536,-0.413852687,-0.450525204,-0.494281267,-0.545197651,-0.605086319,-0.670770397,-0.726510288,-0.774323274,-0.828293222,-0.887557214,-0.922858262,-0.950818896,-0.969924401,-0.970668676,-0.978448289,-0.98481498,-0.985894061,-0.998480309,-1.016436493,-1.029974202,-1.042504143,-1.055069875,-1.061323319,-1.063797421,-1.063901223,-1.064924826,-1.06882812,-1.069067029,-1.070108653,-1.075411154,-1.079573058,-1.089410677,-1.098023219,-1.100063821,-1.101421793,-1.102180899,-1.1062469,-1.106686565,-1.107117859,-1.108011152,-1.112773759,-1.113040654,-1.116523741,-1.117031311,-1.117686609,-1.118107242,-1.121220968,-1.122148612,-1.12290655,-1.123251796,-1.126319738,-1.127983902,-1.128589814,-1.129526047,-1.131904228,-1.132439741,-1.133342417,-1.136085749,-1.139189521,-1.140605771,-1.141077823,-1.145303303,-1.148577873,-1.149405678,-1.149432651,-1.149459671,-1.149486707,-1.14951376,-1.149540827,-1.149567909,-1.149595004,-1.149622112,-1.149649231
"Netherlands, The",NL,NLD,Potential National Income Loss from Chronic Climate Damages,,GCAM,Delayed transition,High,50,0,-0.070454292,-0.153773082,-0.24541878,-0.338509785,-0.413430162,-0.469756636,-0.526790702,-0.580144098,-0.628815475,-0.689250552,-0.763579701,-0.854664239,-0.943423788,-1.019440787,-1.095802404,-1.17664058,-1.264142396,-1.321035921,-1.36634935,-1.397718811,-1.404486363,-1.41903726,-1.428344816,-1.435895727,-1.462283335,-1.495267748,-1.518220442,-1.542674877,-1.572576342,-1.590841785,-1.596337251,-1.596053254,-1.597665952,-1.601603183,-1.603795631,-1.60533344,-1.626574432,-1.649401286,-1.671948767,-1.686179967,-1.691280017,-1.694103525,-1.695180459,-1.701183201,-1.702231953,-1.70249642,-1.706327111,-1.714110598,-1.713720548,-1.718746273,-1.718167475,-1.717807527,-1.71760702,-1.721200962,-1.722174884,-1.72332215,-1.723735659,-1.728376168,-1.730337873,-1.730283277,-1.733560404,-1.737652376,-1.737730848,-1.738143063,-1.747952924,-1.755555271,-1.757770799,-1.757862707,-1.767427727,-1.774723734,-1.774729284,-1.774756809,-1.774784419,-1.77481212,-1.774839913,-1.774867796,-1.774895769,-1.774923831,-1.77495198,-1.774980217
"Netherlands, The",NL,NLD,Potential National Income Loss from Chronic Climate Damages,,GCAM,Delayed transition,High,95,0,-0.109565502,-0.218019541,-0.305094331,-0.397499086,-0.474674702,-0.551611548,-0.638379684,-0.726986893,-0.829398277,-0.934049146,-1.026375001,-1.12558878,-1.226609682,-1.334011491,-1.443375267,-1.537077095,-1.618913608,-1.696055609,-1.77010377,-1.828624661,-1.879271008,-1.935558275,-1.994485598,-2.057645959,-2.118402372,-2.197408355,-2.274699985,-2.336490793,-2.374063539,-2.392400795,-2.400835427,-2.417684453,-2.440739231,-2.462358802,-2.472747387,-2.473287181,-2.473439526,-2.473543547,-2.479079366,-2.502169169,-2.518372022,-2.522092094,-2.521500629,-2.523741677,-2.52594054,-2.525354993,-2.52577585,-2.524772292,-2.530708484,-2.545116417,-2.561458908,-2.569233896,-2.569337733,-2.572627193,-2.571227041,-2.570690799,-2.573710664,-2.576251221,-2.580291193,-2.583427266,-2.583541528,-2.589130177,-2.596507194,-2.600487381,-2.60098119,-2.60016366,-2.599700399,-2.599506925,-2.599237789,-2.599125177,-2.598831779,-2.598497434,-2.598166144,-2.597837912,-2.597512749,-2.59719067,-2.596871686,-2.596555809,-2.596243052,-2.595933426
"Netherlands, The",NL,NLD,Potential National Income Loss from Chronic Climate Damages,,GCAM,Delayed transition,Median,5,0,-0.023097174,-0.050400606,-0.080613299,-0.111080137,-0.135875686,-0.156213787,-0.176495193,-0.196637409,-0.21448101,-0.234869927,-0.259365531,-0.287868262,-0.319704592,-0.347247384,-0.370634874,-0.396615338,-0.425594657,-0.441332906,-0.453211401,-0.460006743,-0.456856753,-0.458147083,-0.457766289,-0.455377012,-0.460027092,-0.468837598,-0.475581296,-0.4815762,-0.487842686,-0.488102965,-0.479591428,-0.470249442,-0.466476792,-0.459455965,-0.450966999,-0.443198634,-0.440958428,-0.442907207,-0.446859105,-0.443680381,-0.438515785,-0.435671314,-0.42978982,-0.415868781,-0.401631958,-0.394850741,-0.392947574,-0.385953167,-0.375223464,-0.359942235,-0.342716659,-0.328456245,-0.316530233,-0.300952423,-0.287525263,-0.278456627,-0.271441752,-0.261608093,-0.24627076,-0.23291515,-0.226316863,-0.219413902,-0.210450197,-0.201516518,-0.197560455,-0.193928359,-0.185243023,-0.176716331,-0.174882412,-0.176415482,-0.17657854,-0.176262391,-0.17594636,-0.17563034,-0.175314341,-0.174998374,-0.174682449,-0.174366574,-0.17405076,-0.173735016
"Netherlands, The",NL,NLD,Potential National Income Loss from Chronic Climate Damages,,GCAM,Delayed transition,Median,50,0,-0.032757965,-0.07213364,-0.115822889,-0.160729594,-0.197490833,-0.225096416,-0.25252187,-0.278806569,-0.302611309,-0.331320289,-0.367328894,-0.41133997,-0.455638124,-0.493661148,-0.531361998,-0.571590911,-0.615040239,-0.642514714,-0.663609877,-0.677730707,-0.681163354,-0.687717221,-0.690056606,-0.691865465,-0.703683776,-0.720348112,-0.731960639,-0.743536343,-0.758622682,-0.767269671,-0.76301298,-0.753928983,-0.750273956,-0.743569015,-0.738158225,-0.735149036,-0.741589898,-0.75327516,-0.764292872,-0.761764834,-0.756778329,-0.756293705,-0.750912481,-0.731341882,-0.713521434,-0.707899722,-0.708213522,-0.699502306,-0.683799652,-0.658499532,-0.631855239,-0.614623425,-0.602047958,-0.583142913,-0.567471662,-0.556434703,-0.547953758,-0.534685944,-0.510401306,-0.486319834,-0.475747574,-0.466757571,-0.453883962,-0.441972092,-0.440523006,-0.440338849,-0.43026752,-0.418580106,-0.417861519,-0.420275987,-0.419311933,-0.418492353,-0.417672804,-0.416853347,-0.416034007,-0.41521481,-0.414395781,-0.413576946,-0.412758329,-0.411939957
"Netherlands, The",NL,NLD,Potential National Income Loss from Chronic Climate Damages,,GCAM,Delayed transition,Median,95,0,-0.050767381,-0.104074153,-0.147006733,-0.191399085,-0.229823198,-0.26659413,-0.309400256,-0.353295261,-0.403385103,-0.455940454,-0.50266267,-0.551739465,-0.603019233,-0.656836456,-0.712644922,-0.761013785,-0.803057584,-0.842784274,-0.880941546,-0.911506934,-0.937519072,-0.966351925,-0.996862269,-1.02938021,-1.061185065,-1.100687286,-1.141506962,-1.174130713,-1.193509565,-1.203232315,-1.206235466,-1.212645791,-1.224773541,-1.236176393,-1.237822717,-1.229124841,-1.222660986,-1.221053598,-1.223105506,-1.233676333,-1.24080323,-1.234027746,-1.220156591,-1.213466924,-1.208482095,-1.199867331,-1.187689374,-1.17286818,-1.168711109,-1.175657964,-1.184290166,-1.186191875,-1.182129647,-1.168270856,-1.152183302,-1.14356144,-1.142375936,-1.141269654,-1.141474382,-1.141467219,-1.137975357,-1.138645432,-1.142557556,-1.14065995,-1.13170099,-1.122164184,-1.11368219,-1.103586366,-1.096251897,-1.091274147,-1.085647899,-1.079904912,-1.074165754,-1.068430575,-1.062699557,-1.05697288,-1.051250724,-1.045533264,-1.039820676,-1.034113133
"Netherlands, The",NL,NLD,Potential National Income Loss from Chronic Climate Damages,,GCAM,Divergent Net Zero,High,5,0,-0.058523066,-0.128193505,-0.199871944,-0.274676251,-0.330582217,-0.365177681,-0.392013053,-0.416234686,-0.434381661,-0.455021818,-0.479453753,-0.511424458,-0.544294883,-0.570567745,-0.592742881,-0.620297531,-0.652626243,-0.670267704,-0.675571251,-0.681614834,-0.681855654,-0.682441202,-0.684765926,-0.685266336,-0.692831742,-0.703942038,-0.715525829,-0.724206024,-0.728580596,-0.7322383,-0.733819622,-0.734148856,-0.734417136,-0.736041785,-0.736799359,-0.737541654,-0.74200811,-0.74576647,-0.750082974,-0.756581084,-0.75776769,-0.758454152,-0.759458057,-0.76296836,-0.763807916,-0.764331748,-0.766265809,-0.770561187,-0.771471356,-0.774507042,-0.775403212,-0.776191378,-0.776886452,-0.779066863,-0.780296025,-0.781063513,-0.781464407,-0.78365313,-0.785277176,-0.786112509,-0.786961548,-0.788787143,-0.789646114,-0.790448782,-0.791572079,-0.793654734,-0.794937038,-0.795632103,-0.797274416,-0.797626023,-0.797757941,-0.797880637,-0.797994695,-0.798100702,-0.798199211,-0.798290738,-0.798375765,-0.798454743,-0.798528092,-0.798596205
"Netherlands, The",NL,NLD,Potential National Income Loss from Chronic Climate Damages,,GCAM,Divergent Net Zero,High,50,0,-0.084304754,-0.183380234,-0.288596179,-0.395095927,-0.479022864,-0.534282172,-0.5786446,-0.619562002,-0.653756633,-0.692903936,-0.735732796,-0.787909915,-0.844859678,-0.891650151,-0.936883121,-0.987483779,-1.043207661,-1.076474593,-1.094368715,-1.106494092,-1.10651085,-1.108009049,-1.112299291,-1.113398619,-1.121410686,-1.138960948,-1.154839116,-1.17032549,-1.190260673,-1.20210212,-1.206366987,-1.20627141,-1.206410337,-1.207503104,-1.209763898,-1.212215277,-1.223808892,-1.234763594,-1.248214046,-1.258514685,-1.26287611,-1.265955859,-1.266565188,-1.271956922,-1.272814057,-1.272901843,-1.276435745,-1.281995406,-1.282043439,-1.286455172,-1.286572138,-1.28685657,-1.287058676,-1.290113086,-1.290791053,-1.291598737,-1.291905785,-1.295069042,-1.29694124,-1.297573312,-1.301029047,-1.304260318,-1.304807342,-1.305395913,-1.311326439,-1.316837429,-1.317767008,-1.318072251,-1.32208395,-1.324856328,-1.324925817,-1.325016971,-1.325102846,-1.325183743,-1.325259927,-1.325331652,-1.325399161,-1.325462685,-1.325522445,-1.325578651
